name,color,coauthored
Brittany Duncan,#d3d3d3,0
Stephen Scott,#d3d3d3,1
Leen-Kiat Soh,#32CD32,1
Ashok Samal,#d3d3d3,1
Stephen Cooper,#d3d3d3,0
Matthew Dwyer,#00bfff,1
Steve Goddard,#00bfff,1
Sebastian Elbaum,#00bfff,1
Myra Cohen,#00bfff,1
Gregg Rothermel,#00bfff,1
Mehmet Vuran,#00bfff,0
Witawas Srisa-an,#00bfff,1
Massimiliano Pierobon,#d3d3d3,1
ThanhVu Nguyen,#00bfff,0
Mehmet Vuran,#00bfff,0
Byrav Ramamurthy,#00bfff,1
Lisong Xu,#00bfff,1
Ying Lu,#ffc0cb,1
Jitender Deogun,#d3d3d3,1
Berthe Choueiry,#32CD32,0
Juan Cui,#ffc0cb,0
Stephen Reichenbach,#d3d3d3,0
Sheng Wei,#00bfff,0
Peter Revesz,#d3d3d3,0
Hamid Bagheri,#00bfff,0
Carrick Detweiler,#ffc0cb,1
Hongfeng Yu,#00bfff,0
Qiben Yan,#00bfff,0
