name,color
Grace Yang,#32CD32
Lisa Singh,#d3d3d3
Micah Sherr,#00bfff
Nazli Goharian,#32CD32
Ophir Frieder,#00bfff
Marcus Maloof,#32CD32
Clay Shields,#00bfff
Wenchao Zhou,#00bfff
Calvin Newport,#00bfff
Jeremy Fineman,#ffff00
Mahendran Velauthapillai,#d3d3d3
Bala Kalyanasundaram,#d3d3d3
Evan Barba,#d3d3d3
Der-Chen Chang,#d3d3d3
Nathan Schneider,#32CD32
Justin Thaler,#ffff00
Adam O'Neill,#ffff00
