name,color,coauthored
Jinxiang Chai,#ffc0cb,0
Ruihong Huang,#32CD32,0
Dmitri Loguinov,#00bfff,0
Riccardo Bettati,#00bfff,0
Ergun Akleman,#ffc0cb,1
Jianer Chen,#00bfff,1
John Keyser,#ffc0cb,1
Daniel Jiménez,#00bfff,0
Rabi Mahapatra,#00bfff,1
Eun Kim,#00bfff,1
Roozbeh Jafari,#d3d3d3,0
Valerie Taylor,#d3d3d3,0
Richard Furuta,#32CD32,1
Frank Shipman,#ffc0cb,1
Ricardo Gutierrez-Osuna,#32CD32,1
Dylan Shell,#ffc0cb,1
Tracy Hammond,#32CD32,1
Andruid Kerne,#ffc0cb,1
Daniel Goldberg,#ffc0cb,1
Sing-Hoi Sze,#ffc0cb,1
Dilma Da Silva,#00bfff,0
Yoonsuck Choe,#32CD32,1
Jennifer Welch,#d3d3d3,1
Andreas Klappenecker,#ffc0cb,1
Jeff Huang,#00bfff,1
Lawrence Rauchwerger,#00bfff,1
Xia Hu,#32CD32,0
Nancy Amato,#ffc0cb,1
Timothy Davis,#d3d3d3,0
Scott Schaefer,#ffc0cb,1
Bruce Gooch,#ffc0cb,0
J. Rojas,#d3d3d3,0
D. Walker,#d3d3d3,0
Vivek Sarin,#d3d3d3,0
Radu Stoleru,#00bfff,1
Guofei Gu,#00bfff,1
Dylan Shell,#ffc0cb,1
Robin Murphy,#ffc0cb,1
Jyh-Charn Liu,#00bfff,1
James Caverlee,#32CD32,0
Tiffani Williams,#d3d3d3,0
Dezhen Song,#ffc0cb,0
Anxiao Jiang,#00bfff,1
Thomas Ioerger,#ffc0cb,0
