name,color
Qiaozhu Mei,#32CD32
Marios Papaefthymiou,#00bfff
Thomas Wenisch,#00bfff
Jia Deng,#32CD32
Rada Mihalcea,#32CD32
Jacob Abernethy,#32CD32
Ronald Dreslinski,#00bfff
Reetuparna Das,#00bfff
Scott Mahlke,#00bfff
David Blaauw,#00bfff
Prabal Dutta,#00bfff
Trevor Mudge,#00bfff
Lingjia Tang,#00bfff
Jason Mars,#00bfff
Satish Narayanasamy,#00bfff
Michael Wellman,#32CD32
Satinder Singh,#32CD32
Edmund Durfee,#32CD32
Grant Schoenebeck,#ffff00
Kang Shin,#00bfff
Zhuoqing Mao,#00bfff
Gregory Wakefield,#d3d3d3
David Kieras,#ffc0cb
Harsha Madhyastha,#00bfff
Mosharaf Chowdhury,#00bfff
Kevin Fu,#00bfff
John Laird,#32CD32
Seth Pettie,#ffff00
Todd Austin,#00bfff
Valeria Bertacco,#00bfff
Demosthenis Teneketzis,#d3d3d3
Mingyan Liu,#00bfff
Stéphane Lafortune,#00bfff
Jason Corso,#32CD32
Daniel Romero,#d3d3d3
Odest Jenkins,#ffc0cb
Danai Koutra,#32CD32
Alfred Hero,#32CD32
Walter Lasecki,#ffc0cb
Peter Chen,#00bfff
Jason Flinn,#00bfff
Zeeshan Syed,#32CD32
Brian Noble,#00bfff
Atul Prakash,#00bfff
J. Halderman,#00bfff
Sugih Jamin,#00bfff
Emily Provost,#32CD32
Igor Markov,#00bfff
Daniel Atkins,#00bfff
Michael Cafarella,#00bfff
Barzan Mozafari,#00bfff
Elliot Soloway,#d3d3d3
Jieping Ye,#32CD32
Martin Strauss,#ffff00
Karem Sakallah,#00bfff
Kevin Compton,#d3d3d3
Chris Peikert,#ffff00
H. Jagadish,#00bfff
Edwin Olson,#ffc0cb
Honglak Lee,#32CD32
Benjamin Kuipers,#ffc0cb
Yaoyun Shi,#ffff00
Pinaki Mazumder,#d3d3d3
John Hayes,#00bfff
Martha Pollack,#32CD32
Quentin Stout,#00bfff
Mark Ackerman,#ffc0cb
Satinder Baveja,#32CD32
Jenna Wiens,#32CD32
