name,color,coauthored
Mohammad Khan,#d3d3d3,0
Alexander Russell,#ffff00,1
Laurent Michel,#32CD32,1
Bing Wang,#32CD32,1
Jinbo Bi,#32CD32,1
Jun-Hong Cui,#00bfff,1
Song Han,#00bfff,1
Zhijie Shi,#d3d3d3,1
Phillip Bradford,#d3d3d3,0
Thomas Peters,#ffff00,0
Sahar Seesi,#d3d3d3,1
Reda Ammar,#d3d3d3,1
Sanguthevar Rajasekaran,#ffc0cb,1
Chun-Hsi Huang,#d3d3d3,1
Dong-Guk Shin,#d3d3d3,0
Don Sheehy,#ffff00,0
Yufeng Wu,#ffc0cb,0
Fei Wang,#ffc0cb,0
Abdelfattah Amamra,#d3d3d3,0
Robert McCartney,#d3d3d3,0
Sheida Nabavi,#ffc0cb,0
