name,abbrv,color,coauthored
Sergio Alvarez,S. Alvarez,#d3d3d3,0
Robert Signorile,R. Signorile,#d3d3d3,0
Hao Jiang,H. Jiang,#32CD32,0
Howard Straubing,H. Straubing,#ffff00,0
José Bento,J. Bento,#32CD32,0
