name,color
Charles E. McDowell,#d3d3d3
Manfred K. Warmuth,#32CD32
David P. Helmbold,#32CD32
S. V. N. Vishwanathan,#32CD32
Wang Chiew Tan,#00bfff
Phokion G. Kolaitis,#00bfff
Lise Getoor,#32CD32
Marilyn A. Walker,#32CD32
Darrell D. E. Long,#00bfff
Ethan L. Miller,#00bfff
Suresh K. Lodha,#d3d3d3
Luca de Alfaro,#32CD32
James Davis,#32CD32
Allen Van Gelder,#32CD32
Alex T. Pang,#ffc0cb
Thomas Schwarz,#d3d3d3
