name,color
Kien Hua,#00bfff
Sheau-Dong Lang,#00bfff
Guo-Jun Qi,#32CD32
Cliff Zou,#00bfff
Pamela Wisniewski,#ffc0cb
Gita Sukthankar,#32CD32
Shaojie Zhang,#ffc0cb
Avelino Gonzalez,#d3d3d3
Sumanta Pattanaik,#ffc0cb
Mubarak Shah,#32CD32
Niels da Vitoria Lobo,#ffc0cb
Ratan Guha,#d3d3d3
Boqing Gong,#32CD32
Sumit Jha,#d3d3d3
Joseph LaViola,#ffc0cb
Charles Hughes,#32CD32
Kenneth Stanley,#32CD32
Haiyan Hu,#ffc0cb
Gary Leavens,#00bfff
Mark Heinrich,#d3d3d3
Ali Orooji,#d3d3d3
Damla Turgut,#d3d3d3
Dan Marinescu,#d3d3d3
Liqiang Wang,#d3d3d3
Pawel Wocjan,#d3d3d3
Ulas Bagci,#d3d3d3
Fei Liu,#32CD32
Annie Wu,#d3d3d3
