name,color,coauthored
Trevor Cohn,#32CD32,1
Steven Bird,#32CD32,1
Timothy Baldwin,#32CD32,1
Karin Verspoor,#32CD32,1
Kotagiri Ramamohanarao,#32CD32,1
Rajkumar Buyya,#00bfff,1
Aaron Harwood,#d3d3d3,1
Michael Kirley,#d3d3d3,1
Christopher Leckie,#32CD32,1
Shanika Karunasekera,#32CD32,1
Alistair Moffat,#32CD32,1
Anthony Wirth,#32CD32,1
Justin Zobel,#32CD32,1
Andrew Turpin,#32CD32,1
Peter Schachte,#32CD32,1
Harald Søndergaard,#ffff00,1
Peter Stuckey,#32CD32,1
Vanessa Teague,#d3d3d3,1
Adrian Pearce,#32CD32,1
Tim Miller,#32CD32,1
Liz Sonenberg,#32CD32,1
Nir Lipovetzky,#32CD32,1
Egemen Tanin,#00bfff,1
Parampalli Udaya,#d3d3d3,1
Wally Smith,#ffc0cb,1
Gil Tidhar,#d3d3d3,1
Jenny Waycott,#ffc0cb,1
Martin Gibbs,#ffc0cb,0
Frank Vetere,#ffc0cb,1
Greg Wadley,#ffc0cb,1
Lars Kulik,#ffc0cb,1
Graeme Shanks,#d3d3d3,1
Sherah Kurnia,#d3d3d3,1
Sean Maynard,#d3d3d3,1
Atif Ahmad,#d3d3d3,1
Rui Zhang,#00bfff,1
Christoph Breidbach,#d3d3d3,0
Toby Murray,#00bfff,0
Antonette Mendoza,#d3d3d3,1
Shanton Chang,#ffc0cb,1
Rachelle Bosua,#d3d3d3,1
Heidi Tscherning,#d3d3d3,1
James Bailey,#32CD32,1
Jianzhong Qi,#00bfff,1
Jan Schröder,#ffc0cb,0
Reeva Lederman,#d3d3d3,1
Kathleen Gray,#d3d3d3,1
Martin Gibbs,#d3d3d3,0
Richard Sinnott,#d3d3d3,0
