name,color,coauthored
Rüdiger Urbanke,#ffff00,0
Bryan Ford,#00bfff,0
Michael Gastpar,#00bfff,1
Martin Vetterli,#00bfff,1
Karl Aberer,#32CD32,1
Jean-Pierre Hubaux,#00bfff,1
Jean-Yves Le Boudec,#00bfff,1
Jeffrey Huang,#ffc0cb,1
Christoforos Kozyrakis,#00bfff,1
Edouard Bugnion,#00bfff,1
James Larus,#00bfff,1
Matthias Grossglauser,#32CD32,1
Patrick Thiran,#00bfff,1
Martin Odersky,#00bfff,1
Paolo Ienne,#00bfff,1
Christoph Koch,#00bfff,1
Wulfram Gerstner,#32CD32,0
Ola Svensson,#ffff00,0
Willy Zwaenepoel,#00bfff,0
George Candea,#00bfff,1
Anastasia Ailamaki,#00bfff,1
Rachid Guerraoui,#00bfff,1
Babak Falsafi,#00bfff,1
Bernard Moret,#ffc0cb,0
Joseph Sifakis,#00bfff,0
Viktor Kuncak,#00bfff,1
Wenzel Jakob,#ffc0cb,0
Giovanni De Micheli,#00bfff,1
Arjen Lenstra,#ffff00,0
Serge Vaudenay,#ffff00,0
Katerina Argyraki,#00bfff,1
Emre Telatar,#00bfff,1
Marcel Salathé,#d3d3d3,0
Roger Hersch,#ffc0cb,1
Sabine Süsstrunk,#32CD32,1
Nisheeth Vishnoi,#ffff00,0
Martin Jaggi,#32CD32,0
Alain Wegmann,#d3d3d3,0
Pascal Fua,#32CD32,1
Bixio Rimoldi,#d3d3d3,1
Michael Kapralov,#ffff00,0
Boi Faltings,#32CD32,0
Markus Pauly,#d3d3d3,0
Amin Shokrollahi,#32CD32,0
Mark Pauly,#ffc0cb,0
Eduardo del Castillo-Sánchez,#d3d3d3,0
Pierre Dillenbourg,#ffc0cb,0
