name,color
Olivier Danvy,#d3d3d3
Peyman Afshani,#ffff00
Lars Arge,#ffff00
Kasper Larsen,#ffff00
Gerth Brodal,#ffff00
Kaj Grønbæk,#ffc0cb
Jörg Müller,#ffc0cb
Niels Bouvin,#ffc0cb
Marianne Petersen,#ffc0cb
Thomas Hansen,#ffff00
Kristoffer Hansen,#ffff00
Ole Caprani,#d3d3d3
Morten Kyng,#ffc0cb
Henrik Christensen,#d3d3d3
Jesper Nielsen,#ffff00
Claudio Orlandi,#ffff00
Ivan Damgård,#ffff00
Michael Schwartzbach,#d3d3d3
Aslan Askarov,#00bfff
Gudmund Frandsen,#d3d3d3
Ira Assent,#00bfff
Olav Bertelsen,#d3d3d3
Susanne Bødker,#ffc0cb
Anders Møller,#00bfff
Christian Pedersen,#ffff00
Lars Birkedal,#00bfff
Kurt Jensen,#d3d3d3
