name,abbrv,color,coauthored
Evgenia Smirni,E. Smirni,#00bfff,1
Andreas Stathopoulos,A. Stathopoulos,#00bfff,1
Pieter Peers,P. Peers,#ffc0cb,0
Gang Zhou,G. Zhou,#00bfff,1
Weizhen Mao,W. Mao,#00bfff,1
Kun Sun,K. Sun,#00bfff,1
Peter Kemper,P. Kemper,#d3d3d3,0
Robert Lewis,R. Lewis,#d3d3d3,1
Qun Li,Q. Li,#00bfff,1
Virginia Torczon,V. Torczon,#d3d3d3,1
Xu Liu,X. Liu,#00bfff,0
Zhenming Liu,Z. Liu,#ffff00,0
Phil Kearns,P. Kearns,#d3d3d3,0
Denys Poshyvanyk,D. Poshyvanyk,#00bfff,0
Adwait Jog,A. Jog,#00bfff,0
Bin Ren,B. Ren,#00bfff,0
