name,abbrv,color,coauthored
Martin Henz,M. Henz,#32CD32,1
Aquinas Hobor,A. Hobor,#00bfff,1
Tze-Yun Leong,T. Leong,#32CD32,1
Wee Lee,W. Lee,#32CD32,1
David Hsu,D. Hsu,#ffc0cb,1
Joxan Jaffar,J. Jaffar,#00bfff,1
Roland Yap,R. Yap,#32CD32,1
Weng-Fai Wong,W. Wong,#00bfff,1
Beng Ooi,B. Ooi,#00bfff,1
Kian-Lee Tan,K. Tan,#00bfff,1
Tulika Mitra,T. Mitra,#00bfff,1
Bingsheng He,B. He,#00bfff,0
Prateek Saxena,P. Saxena,#00bfff,1
Wei-Ngan Chin,W. Chin,#ffff00,1
Colin Tan,C. Tan,#ffc0cb,1
Jin Dong,J. Dong,#00bfff,1
Kian Low,K. Low,#32CD32,1
Teck Ng,T. Ng,#d3d3d3,0
Wing-Kin Sung,W. Sung,#ffc0cb,1
See-Kiong Ng,S. Ng,#32CD32,1
Limsoon Wong,L. Wong,#ffc0cb,1
Wai Leong,W. Leong,#32CD32,1
Tat-Seng Chua,T. Chua,#32CD32,1
Min-Yen Kan,M. Kan,#32CD32,1
Mohan Kankanhalli,M. Kankanhalli,#32CD32,1
Terence Sim,T. Sim,#32CD32,1
Ben Leong,B. Leong,#00bfff,1
Mun Chan,M. Chan,#00bfff,1
Wei Ooi,W. Ooi,#00bfff,1
Yong Teo,Y. Teo,#00bfff,1
Zhenkai Liang,Z. Liang,#00bfff,1
Abhik Roychoudhury,A. Roychoudhury,#00bfff,1
Richard B.,R. B.,#32CD32,1
Anand Bhojan,A. Bhojan,#00bfff,1
Ee-Chien Chang,E. Chang,#00bfff,1
Anthony Tung,A. Tung,#00bfff,1
Chee Chan,C. Chan,#00bfff,1
Wynne Hsu,W. Hsu,#32CD32,1
Mong-Li Lee,M. Lee,#32CD32,1
Stéphane Bressan,S. Bressan,#00bfff,1
Tok Ling,T. Ling,#00bfff,1
Tiow Tan,T. Tan,#ffc0cb,1
Wee Leow,W. Leow,#32CD32,1
Yair Zick,Y. Zick,#32CD32,0
KangKang Yin,K. Yin,#ffc0cb,0
Hwee Ng,H. Ng,#32CD32,1
Li-Shiuan Peh,L. Peh,#00bfff,1
Seth Gilbert,S. Gilbert,#ffff00,1
Hugh Anderson,H. Anderson,#d3d3d3,1
Siau-Cheng Khoo,S. Khoo,#00bfff,1
Divesh Aggarwal,D. Aggarwal,#ffff00,0
Rahul Jain,R. Jain,#ffff00,0
Roger Zimmermann,R. Zimmermann,#d3d3d3,1
Michael Brown,M. Brown,#d3d3d3,0
Y. Tay,Y. Tay,#00bfff,1
Sanjay Jain,S. Jain,#ffff00,1
Haifeng Yu,H. Yu,#00bfff,1
Shengdong Zhao,S. Zhao,#ffc0cb,1
Brian Lim,B. Lim,#ffc0cb,0
Gary Tan,G. Tan,#d3d3d3,0
Damith Rajapakse,D. Rajapakse,#00bfff,0
David Rosenblum,D. Rosenblum,#00bfff,0
