name,color
Bernard Gendron,#d3d3d3
Abdelhakim Hafid,#d3d3d3
Claude Frasson,#32CD32
Esma Aïmeur,#32CD32
Gilles Brassard,#32CD32
Eugene Syriani,#d3d3d3
Houari Sahraoui,#00bfff
Pierre Poulin,#ffc0cb
Philippe Langlais,#32CD32
Pierre L'Ecuyer,#d3d3d3
Miklós Csürös,#ffc0cb
Jean-Yves Potvin,#d3d3d3
Guy Lapalme,#d3d3d3
Stefan Monnier,#d3d3d3
Derek Nowrouzezahrai,#ffc0cb
Aaron Courville,#32CD32
Pascal Vincent,#32CD32
Roland Memisevic,#32CD32
Yoshua Bengio,#32CD32
Olga Baysal,#00bfff
Fabian Bastin,#d3d3d3
Patrice Marcotte,#d3d3d3
Alain Tapp,#ffff00
Louis Salvail,#ffff00
François Major,#ffc0cb
Gena Hahn,#d3d3d3
Jian-Yun Nie,#32CD32
Sébastien Roy,#32CD32
Pierre McKenzie,#ffff00
Michel Boyer,#d3d3d3
Marc Feeley,#d3d3d3
Sylvie Hamel,#00bfff
Nadia El-Mabrouk,#ffc0cb
Jean Meunier,#d3d3d3
Max Mignotte,#32CD32
Simon Lacoste-Julien,#32CD32
Neil Stewart,#d3d3d3
