name,color,coauthored
Varmo Vene,#00bfff,1
Aivar Annamaa,#d3d3d3,1
Vesal Vojdani,#00bfff,1
Kalmer Apinis,#00bfff,1
Dirk Theis,#d3d3d3,0
Vitaly Skachek,#d3d3d3,1
Helger Lipmaa,#32CD32,1
Dietmar Pfahl,#d3d3d3,1
Marlon Dumas,#32CD32,1
Siim Karus,#d3d3d3,1
Fredrik Milani,#d3d3d3,1
Raimundas Matulevicius,#d3d3d3,1
Sven Laur,#ffc0cb,1
Ahti Peder,#d3d3d3,0
Mark Fishel,#d3d3d3,1
Heiki-Jaan Kaalep,#d3d3d3,1
Eero Vainikko,#d3d3d3,1
Amnir Hadachi,#d3d3d3,1
Satish Srirama,#d3d3d3,1
Anne Villems,#d3d3d3,1
Fabrizio Maggi,#d3d3d3,1
Luciano García-Bañuelos,#d3d3d3,1
Eno Tõnisson,#d3d3d3,1
Marina Lepp,#d3d3d3,1
Jaak Vilo,#ffc0cb,1
Tõnu Tamme,#d3d3d3,0
Kaili Müürisep,#d3d3d3,1
Kadri Muischnek,#d3d3d3,1
Gholamreza Anbarjafari,#d3d3d3,0
Reimo Palm,#d3d3d3,0
Erkki Luuk,#d3d3d3,0
Dominique Unruh,#ffff00,0
Härmel Nestra,#d3d3d3,0
Kadri Vider,#d3d3d3,0
