name,color
Vijay Kumar,#ffc0cb
Camillo Taylor,#ffc0cb
Insup Lee,#00bfff
Jean Gallier,#ffc0cb
Kostas Daniilidis,#32CD32
Daniel Koditschek,#ffc0cb
Daniel Lee,#ffc0cb
Nadia Heninger,#00bfff
Benjamin Pierce,#00bfff
Stephanie Weirich,#00bfff
Sanjeev Khanna,#ffff00
Andreas Haeberlen,#00bfff
Aaron Roth,#ffff00
Steve Zdancewic,#00bfff
Michael Kearns,#32CD32
Rajeev Alur,#ffff00
Boon Loo,#00bfff
Zachary Ives,#00bfff
Sudipto Guha,#ffff00
Matt Blaze,#00bfff
Linh Phan,#00bfff
Sampath Kannan,#ffff00
Susan Davidson,#00bfff
Val Tannen,#00bfff
Mitchell Marcus,#32CD32
Lyle Ungar,#32CD32
Alexander Rakhlin,#32CD32
Mayur Naik,#00bfff
Katherine Kuchenbecker,#ffc0cb
Max Mintz,#d3d3d3
Jianbo Shi,#32CD32
Ani Nenkova,#32CD32
Norman Badler,#ffc0cb
Shivani Agarwal,#32CD32
Chris Callison-Burch,#32CD32
Joseph Devietti,#00bfff
