name,color
Boris Köpf,#00bfff
Pierre Ganty,#ffff00
Gilles Barthe,#00bfff
Manuel Hermenegildo,#d3d3d3
Pedro López-García,#d3d3d3
Manuel Carro,#d3d3d3
José Morales,#ffff00
Juan Caballero,#00bfff
Alexey Gotsman,#00bfff
César Sánchez,#ffff00
Benedikt Schmidt,#00bfff
Dario Fiore,#00bfff
Carmela Troncoso,#00bfff
Alessandra Gorla,#00bfff
Aleksandar Nanevski,#00bfff
