name,color,coauthored
Norman Hutchinson,#00bfff,1
Andrew Warfield,#00bfff,1
Michael Feeley,#00bfff,1
James Little,#ffc0cb,1
Holger Hoos,#32CD32,1
David Lowe,#ffc0cb,1
Alan Mackworth,#ffc0cb,1
Alla Sheffer,#ffc0cb,1
Nicholas Harvey,#ffff00,1
William Aiello,#00bfff,1
Alan Hu,#00bfff,1
Giuseppe Carenini,#32CD32,1
Raymond Ng,#32CD32,1
Cristina Conati,#32CD32,1
David Poole,#32CD32,1
Arvind Gupta,#32CD32,0
Ronald Garcia,#00bfff,0
Uri Ascher,#ffc0cb,0
William Evans,#d3d3d3,0
Laks Lakshmanan,#00bfff,1
Chen Greif,#ffc0cb,1
Rachel Pottinger,#00bfff,1
Kevin Leyton-Brown,#32CD32,1
Anne Condon,#ffc0cb,1
Dinesh Pai,#ffc0cb,0
David Kirkpatrick,#ffff00,0
Alan Wagner,#00bfff,1
Wolfgang Heidrich,#32CD32,1
Michiel van de Panne,#ffc0cb,1
Gregor Kiczales,#d3d3d3,1
Joanna McGrenere,#ffc0cb,1
Gail Murphy,#00bfff,1
Tamara Munzner,#ffc0cb,1
Karon MacLean,#ffc0cb,1
Kellogg Booth,#ffc0cb,1
Mark Greenstreet,#ffff00,1
Mark Schmidt,#32CD32,1
Michael Friedlander,#32CD32,1
Reid Holmes,#00bfff,1
Joel Friedman,#d3d3d3,1
Ivan Beschastnikh,#00bfff,1
Ian Mitchell,#ffc0cb,1
Ronald Rensink,#ffc0cb,1
