name,abbrv,color,coauthored
Keith Cooper,K. Cooper,#d3d3d3,1
Devika Subramanian,D. Subramanian,#d3d3d3,1
Dan Wallach,D. Wallach,#00bfff,1
Scott Rixner,S. Rixner,#00bfff,1
Swarat Chaudhuri,S. Chaudhuri,#00bfff,1
Chris Jermaine,C. Jermaine,#00bfff,1
Alan Cox,A. Cox,#00bfff,1
T. Ng,T. Ng,#00bfff,1
Moshe Vardi,M. Vardi,#ffff00,1
Lydia Kavraki,L. Kavraki,#ffc0cb,1
Joe Warren,J. Warren,#ffc0cb,0
Vivek Sarkar,V. Sarkar,#00bfff,1
Anshumali Shrivastava,A. Shrivastava,#32CD32,1
David Johnson,D. Johnson,#00bfff,0
John Mellor-Crummey,J. Mellor-Crummey,#00bfff,1
Robert Cartwright,R. Cartwright,#d3d3d3,0
Krishna Palem,K. Palem,#00bfff,0
Luay Nakhleh,L. Nakhleh,#ffc0cb,1
Ron Goldman,R. Goldman,#d3d3d3,0
