name,color,coauthored
Siddharth Barman,#ffff00,1
Arnab Bhattacharyya,#ffff00,1
Chiranjib Bhattacharyya,#32CD32,1
Ravi Kannan,#ffff00,1
Ramesh Hariharan,#ffff00,1
Kanchi Gopinath,#00bfff,1
M. Murty,#32CD32,1
Ambedkar Dukkipati,#32CD32,1
Shalabh Bhatnagar,#32CD32,1
Partha Talukdar,#32CD32,0
P. Kumar,#d3d3d3,0
Aditya Kanade,#00bfff,0
Raghavan Komondoor,#00bfff,1
Deepak D'Souza,#ffff00,1
Bhavana Kanukurthi,#ffff00,0
R. Govindarajan,#00bfff,1
Matthew Thazhuthaveetil,#00bfff,1
N. Viswanadham,#d3d3d3,0
L. Chandran,#d3d3d3,0
Murali Ramanathan,#00bfff,0
Arpita Patra,#ffff00,0
Sanjit Chatterjee,#d3d3d3,0
Vijay Natarajan,#ffc0cb,0
Uday Bondhugula,#00bfff,0
Sathish Govindarajan,#d3d3d3,0
Y. Narahari,#32CD32,1
V. Devi,#d3d3d3,1
Anand Louis,#ffff00,0
Jayant Haritsa,#00bfff,0
