name,color,coauthored
Brigitte Jaumard,#d3d3d3,1
Lata Narayanan,#d3d3d3,1
Volker Haarslev,#d3d3d3,1
Peter Rigby,#00bfff,0
Emad Shihab,#00bfff,0
Constantinos Constantinides,#d3d3d3,0
Javad Sadri,#d3d3d3,1
Tien Bui,#32CD32,1
Juergen Rilling,#00bfff,1
René Witte,#ffc0cb,1
Eusebius Doedel,#d3d3d3,0
Nora Houari,#d3d3d3,0
Rajagopalan Jayakumar,#d3d3d3,0
Nematollaah Shiri,#d3d3d3,1
Todd Eavis,#d3d3d3,0
Sabine Bergler,#32CD32,1
Leila Kosseim,#d3d3d3,1
Mohamed Taleb,#d3d3d3,0
Joey Paquet,#d3d3d3,1
Yuhong Yan,#d3d3d3,1
Olga Ormandjieva,#d3d3d3,1
Stan Klasa,#d3d3d3,1
Adam Krzyzak,#d3d3d3,1
Gösta Grahne,#d3d3d3,0
Tristan Glatard,#00bfff,0
Nikolaos Tsantalis,#00bfff,0
Gregory Butler,#d3d3d3,1
Bipin Desai,#32CD32,0
Charalambos Poullis,#ffc0cb,0
Weiyi Shang,#00bfff,0
Tiberiu Popa,#ffc0cb,0
Aiman Hanna,#d3d3d3,0
Dhrubajyoti Goswami,#d3d3d3,0
Marta Kersten-Oertel,#ffc0cb,0
