name,color,coauthored
Dimitris Achlioptas,#ffff00,0
Charles McDowell,#d3d3d3,0
Peter Alvaro,#00bfff,0
Manfred Warmuth,#32CD32,1
David Helmbold,#32CD32,1
S. Vishwanathan,#32CD32,1
Wang Tan,#00bfff,1
Phokion Kolaitis,#00bfff,1
Lise Getoor,#32CD32,1
Marilyn Walker,#32CD32,1
Cormac Flanagan,#00bfff,0
Alexander Wolf,#00bfff,0
Alex Pang,#ffc0cb,1
Allen Van Gelder,#32CD32,1
Darrell Long,#00bfff,1
Ethan Miller,#00bfff,1
Suresh Lodha,#d3d3d3,1
Seshadhri Comandur,#ffff00,0
Luca de Alfaro,#32CD32,1
James Davis,#32CD32,1
Thomas Schwarz,#d3d3d3,0
