name,abbrv,color,coauthored
Yury Makarychev,Y. Makarychev,#ffff00,1
Julia Chuzhoy,J. Chuzhoy,#ffff00,1
Nathan Srebro,N. Srebro,#32CD32,1
Jinbo Xu,J. Xu,#ffc0cb,0
Gregory Shakhnarovich,G. Shakhnarovich,#32CD32,1
Karen Livescu,K. Livescu,#32CD32,1
Madhur Tulsiani,M. Tulsiani,#ffff00,0
Kevin Gimpel,K. Gimpel,#32CD32,1
