name,color
Luqi ,#d3d3d3
Valdis Berzins,#d3d3d3
Arijit Das,#d3d3d3
Mathias Kölsch,#ffc0cb
Gurminder Singh,#d3d3d3
Dennis Volpano,#d3d3d3
Rudy Darken,#d3d3d3
Thomas Otani,#d3d3d3
Mikhail Auguston,#d3d3d3
James Michael,#d3d3d3
Cynthia Irvine,#d3d3d3
Doron Drusinsky,#d3d3d3
Christian Darken,#d3d3d3
Neil Rowe,#d3d3d3
Ted Huffmire,#00bfff
Man-Tak Shing,#d3d3d3
Robert Beverly,#00bfff
Peter Denning,#d3d3d3
