name,color
Lane Hemaspaandra,#32CD32
Jiebo Luo,#32CD32
Ji Liu,#32CD32
Henry Kautz,#32CD32
James Allen,#32CD32
Christopher Brown,#d3d3d3
Daniel Gildea,#32CD32
Sandhya Dwarkadas,#00bfff
Michael Scott,#00bfff
Kai Shen,#00bfff
Chen Ding,#00bfff
Daniel Stefankovic,#ffff00
Thomas Howard,#ffc0cb
Joel Seiferas,#00bfff
John Criswell,#00bfff
Muthuramakrishnan Venkitasubramaniam,#ffff00
Mohammed Hoque,#ffc0cb
Engin Ipek,#00bfff
Lenhart Schubert,#32CD32
