name,color
Sriram Pemmaraju,#00bfff
Alberto Segre,#d3d3d3
Sukumar Ghosh,#d3d3d3
Ted Herman,#d3d3d3
Kasturi Varadarajan,#ffff00
Hantao Zhang,#d3d3d3
Aaron Stump,#d3d3d3
Cesare Tinelli,#ffff00
Padmini Srinivasan,#32CD32
Tianbao Yang,#32CD32
Octav Chipara,#00bfff
Douglas Jones,#d3d3d3
Zubair Shafiq,#d3d3d3
Suely Oliveira,#d3d3d3
Juan Hourcade,#ffc0cb
Joseph Kearney,#ffc0cb
Daniel Reed,#00bfff
