Christopher G. Healey,North Carolina State University
David L. Roberts,North Carolina State University
David Sturgill,North Carolina State University
David J. Thuente,North Carolina State University
Dennis R. Bahler,North Carolina State University
Donald Bitzer,North Carolina State University
Douglas S. Reeves,North Carolina State University
Edward F. Gehringer,North Carolina State University
Emerson R. Murphy-Hill,North Carolina State University
Frank Mueller,North Carolina State University
George N. Rouskas,North Carolina State University
Harry G. Perros,North Carolina State University
Injong Rhee,North Carolina State University
James C. Lester,North Carolina State University
Jon Doyle,North Carolina State University
Kemafor Ogan,North Carolina State University
Khaled Harfoush,North Carolina State University
Kristy Elizabeth Boyer,North Carolina State University
Laurie Williams,North Carolina State University
Matthias F. Stallmann,North Carolina State University
Michael Rappa,North Carolina State University
Michael Young,North Carolina State University
Min Chi,North Carolina State University
Mladen A. Vouk,North Carolina State University
Munindar P. Singh,North Carolina State University
Nagiza F. Samatova,North Carolina State University
Peng Ning,North Carolina State University
R. Michael Young,North Carolina State University
Rada Chirkova,North Carolina State University
Randy Avent,North Carolina State University
Robert D. Rodman,North Carolina State University
Robert Fornaro,North Carolina State University
Robert St. Amant,North Carolina State University
Rudra Dutta,North Carolina State University
Sarah Smith Heckman,North Carolina State University
Steffen Heber,North Carolina State University
Tiffany Barnes,North Carolina State University
Ting Yu,North Carolina State University
Vincent W. Freeh,North Carolina State University
William Enck,North Carolina State University
William J. Stewart,North Carolina State University
Xiaohui Gu,North Carolina State University
Xiaosong Ma,North Carolina State University
Xuxian Jiang,North Carolina State University
Aditya G. Parameswaran,University of Illinois at Urbana-Champaign
Alex Kirlik,University of Illinois at Urbana-Champaign
Alexandra Kolla,University of Illinois at Urbana-Champaign
Andreas Klöckner,University of Illinois at Urbana-Champaign
Anil N. Hirani,University of Illinois at Urbana-Champaign
Brian P. Bailey,University of Illinois at Urbana-Champaign
Brighten Godfrey,University of Illinois at Urbana-Champaign
Carl A. Gunter,University of Illinois at Urbana-Champaign
Chandra Chekuri,University of Illinois at Urbana-Champaign
Chengxiang Zhai,University of Illinois at Urbana-Champaign
Craig B. Zilles,University of Illinois at Urbana-Champaign
Dan Roth,University of Illinois at Urbana-Champaign
Darko Marinov,University of Illinois at Urbana-Champaign
David A. Padua,University of Illinois at Urbana-Champaign
David A. Forsyth,University of Illinois at Urbana-Champaign
Derek Hoiem,University of Illinois at Urbana-Champaign
Gerald DeJong,University of Illinois at Urbana-Champaign
Grigore Rosu,University of Illinois at Urbana-Champaign
Gul Agha,University of Illinois at Urbana-Champaign
Indranil Gupta,University of Illinois at Urbana-Champaign
Jeff Erickson,University of Illinois at Urbana-Champaign
Jiawei Han,University of Illinois at Urbana-Champaign
John C. Hart,University of Illinois at Urbana-Champaign
José Meseguer,University of Illinois at Urbana-Champaign
Josep Torrellas,University of Illinois at Urbana-Champaign
Julia Hockenmaier,University of Illinois at Urbana-Champaign
Karrie G. Karahalios,University of Illinois at Urbana-Champaign
Kevin Chen-Chuan Chang,University of Illinois at Urbana-Champaign
Klara Nahrstedt,University of Illinois at Urbana-Champaign
Laxmikant V. Kalé,University of Illinois at Urbana-Champaign
Leonard Pitt,University of Illinois at Urbana-Champaign
Lui Sha,University of Illinois at Urbana-Champaign
Luke Olson,University of Illinois at Urbana-Champaign
P. Madhusudan,University of Illinois at Urbana-Champaign
Mahesh Viswanathan,University of Illinois at Urbana-Champaign
Manoj Prabhakaran,University of Illinois at Urbana-Champaign
Marc Snir,University of Illinois at Urbana-Champaign
Marco Caccamo,University of Illinois at Urbana-Champaign
Matthew Caesar,University of Illinois at Urbana-Champaign
Paris Smaragdis,University of Illinois at Urbana-Champaign
Ranjitha Kumar,University of Illinois at Urbana-Champaign
Rob A. Rutenbar,University of Illinois at Urbana-Champaign
Robin Kravets,University of Illinois at Urbana-Champaign
Roy H. Campbell,University of Illinois at Urbana-Champaign
Samuel N. Kamin,University of Illinois at Urbana-Champaign
Samuel T. King,University of Illinois at Urbana-Champaign
Sariel Har-Peled,University of Illinois at Urbana-Champaign
Sarita V. Adve,University of Illinois at Urbana-Champaign
Saurabh Sinha,University of Illinois at Urbana-Champaign
Sheldon H. Jacobson,University of Illinois at Urbana-Champaign
Steven M. LaValle,University of Illinois at Urbana-Champaign
Svetlana Lazebnik,University of Illinois at Urbana-Champaign
Tao Xie,University of Illinois at Urbana-Champaign
Tarek F. Abdelzaher,University of Illinois at Urbana-Champaign
Vikram S. Adve,University of Illinois at Urbana-Champaign
Wai-Tat Fu,University of Illinois at Urbana-Champaign
William D. Gropp,University of Illinois at Urbana-Champaign
Abhishek Bhattacharjee,Rutgers - State University of New Jersey - New Brunswick
Ahmed Elgammal,Rutgers - State University of New Jersey - New Brunswick
Alexander Borgida,Rutgers - State University of New Jersey - New Brunswick
Alexander Schliep,Rutgers - State University of New Jersey - New Brunswick
Amélie Marian,Rutgers - State University of New Jersey - New Brunswick
Apostolos Gerasoulis,Rutgers - State University of New Jersey - New Brunswick
Badri Nath,Rutgers - State University of New Jersey - New Brunswick
Bahman Kalantari,Rutgers - State University of New Jersey - New Brunswick
Casimir A. Kulikowski,Rutgers - State University of New Jersey - New Brunswick
David Cash,Rutgers - State University of New Jersey - New Brunswick
Dimitris Metaxas,Rutgers - State University of New Jersey - New Brunswick
Endre Szemerédi,Rutgers - State University of New Jersey - New Brunswick
Eric Allender,Rutgers - State University of New Jersey - New Brunswick
Gerard R. Richter,Rutgers - State University of New Jersey - New Brunswick
Kostas E. Bekris,Rutgers - State University of New Jersey - New Brunswick
Liviu Iftode,Rutgers - State University of New Jersey - New Brunswick
Louis I. Steinberg,Rutgers - State University of New Jersey - New Brunswick
Mario Szegedy,Rutgers - State University of New Jersey - New Brunswick
Martin Farach-Colton,Rutgers - State University of New Jersey - New Brunswick
Matthew Stone,Rutgers - State University of New Jersey - New Brunswick
Michael L. Fredman,Rutgers - State University of New Jersey - New Brunswick
Michael D. Grigoriadis,Rutgers - State University of New Jersey - New Brunswick
Naftaly Minsky,Rutgers - State University of New Jersey - New Brunswick
Ping Li,Rutgers - State University of New Jersey - New Brunswick
Rebecca N. Wright,Rutgers - State University of New Jersey - New Brunswick
Ricardo Bianchini,Rutgers - State University of New Jersey - New Brunswick
Richard Martin,Rutgers - State University of New Jersey - New Brunswick
Santosh Nagarakatte,Rutgers - State University of New Jersey - New Brunswick
S. Muthukrishnan,Rutgers - State University of New Jersey - New Brunswick
Shubhangi Saraf,Rutgers - State University of New Jersey - New Brunswick
Swastik Kopparty,Rutgers - State University of New Jersey - New Brunswick
Thu Nguyen,Rutgers - State University of New Jersey - New Brunswick
Tina Eliassi-Rad,Rutgers - State University of New Jersey - New Brunswick
Tomasz Imielinski,Rutgers - State University of New Jersey - New Brunswick
Ulrich Kremer,Rutgers - State University of New Jersey - New Brunswick
Vinod Ganapathy,Rutgers - State University of New Jersey - New Brunswick
Vladimir Pavlovic,Rutgers - State University of New Jersey - New Brunswick
William H. Stieger,Rutgers - State University of New Jersey - New Brunswick
Zheng Zhang,Rutgers - State University of New Jersey - New Brunswick
Chitta Baral,Arizona State University
Kasim Selçuk Candan,Arizona State University
Charles J. Colbourn,Arizona State University
James S. Collofello,Arizona State University
Sandeep Gupta,Arizona State University
Subbarao Kambhampati,Arizona State University
Huan Liu,Arizona State University
Arunabha Sen,Arizona State University
Wei-Tek Tsai,Arizona State University
Kurt VanLehn,Arizona State University
Guoliang Xue,Arizona State University
Rida A. Bazzi,Arizona State University
Partha Dasgupta,Arizona State University
Hasan Davulcu,Arizona State University
Joohyung Lee,Arizona State University
Brian Nelson,Arizona State University
Andréa W. Richa,Arizona State University
Violet R. Syrotiuk,Arizona State University
Peter Wonka,Arizona State University
Jieping Ye,University of Michigan
Georgios E. Fainekos,Arizona State University
Aviral Shrivastava,Arizona State University
Yalin Wang,Arizona State University
Ahmed Helmy,University of Florida
Alin Dobra,University of Florida
Alireza Entezari,University of Florida
Alper Üngör,University of Florida
Anand Rangarajan,University of Florida
Arunava Banerjee,University of Florida
Baba C. Vemuri,University of Florida
Benjamin Lok,University of Florida
Beverly Sanders,University of Florida
Christina Gardner-McCune,University of Florida
Corey Toler-Franklin,University of Florida
Daisy Zhe Wang,University of Florida
Damon L. Woodard,University of Florida
Douglas D. Dankel II,University of Florida
Eakta Jain,University of Florida
Jih-Kwon Peir,University of Florida
Jonathan C. L. Liu,University of Florida
Jörg Peters,University of Florida
José A. B. Fortes,University of Florida
Joseph N. Wilson,University of Florida
Juan E. Gilbert,University of Florida
Kevin R. B. Butler,University of Florida
Kyla A. McMullen,University of Florida
Lisa Anthony,University of Florida
Manuel E. Bermudez,University of Florida
Markus Schneider,University of Florida
Meera Sitharam,University of Florida
My T. Thai,University of Florida
Paul D. Gader,University of Florida
Patrick Traynor,University of Florida
Prabhat Mishra,University of Florida
Richard Newman,University of Florida
Sanjay Ranka,University of Florida
Sartaj Sahni,University of Florida
Shigang Chen,University of Florida
Stephen M. Thebaut,University of Florida
Sumi Helal,University of Florida
Tamer Kahveci,University of Florida
Tuba Yavuz-Kahveci,University of Florida
Ye Xia,University of Florida
Ambuj K. Singh,University of California - Santa Barbara
Amr El Abbadi,University of California - Santa Barbara
Ben Hardekopf,University of California - Santa Barbara
Ben Y. Zhao,University of California - Santa Barbara
Chandra Krintz,University of California - Santa Barbara
Christopher Kruegel,University of California - Santa Barbara
Divyakant Agrawal,University of California - Santa Barbara
Elizabeth M. Belding,University of California - Santa Barbara
Fred Chong,University of California - Santa Barbara
Giovanni Vigna,University of California - Santa Barbara
Heather Zheng,University of California - Santa Barbara
Huijia Lin,University of California - Santa Barbara
Jianwen Su,University of California - Santa Barbara
John Gilbert,University of California - Santa Barbara
Kevin C. Almeroth,University of California - Santa Barbara
Linda Petzold,University of California - Santa Barbara
Matthew Turk,University of California - Santa Barbara
Ömer Egecioglu,University of California - Santa Barbara
Peter R. Cappello,University of California - Santa Barbara
Richard A. Kemmerer,University of California - Santa Barbara
Richard Wolski,University of California - Santa Barbara
Stefano Tessaro,University of California - Santa Barbara
Subhash Suri,University of California - Santa Barbara
Tao Yang,University of California - Santa Barbara
Teofilo F. Gonzalez,University of California - Santa Barbara
Tevfik Bultan,University of California - Santa Barbara
Theodore Kim,University of California - Santa Barbara
Timothy Sherwood,University of California - Santa Barbara
Tobias Höllerer,University of California - Santa Barbara
Wim van Dam,University of California - Santa Barbara
Xifeng Yan,University of California - Santa Barbara
Yuan-Fang Wang,University of California - Santa Barbara
Yuan Xie 0001,University of California - Santa Barbara
Aaron Bobick,Georgia Institute of Technology
Alberto Apostolico,Georgia Institute of Technology
Alessandro Orso,Georgia Institute of Technology
Alex Endert,Georgia Institute of Technology
Alexander G. Gray,Georgia Institute of Technology
Alexandra Boldyreva,Georgia Institute of Technology
Amy Bruckman,Georgia Institute of Technology
Andrea Lockerd Thomaz,Georgia Institute of Technology
Annie I. Antón,Georgia Institute of Technology
Ashok K. Goel,Georgia Institute of Technology
Beki Grinter,Georgia Institute of Technology
Betsy James DiSalvo,Georgia Institute of Technology
Blair MacIntyre,Georgia Institute of Technology
Bruce Walker,Georgia Institute of Technology
Calton Pu,Georgia Institute of Technology
Charles Eastman,Georgia Institute of Technology
Charles Lee Isbell Jr.,Georgia Institute of Technology
Chris Peikert,Georgia Institute of Technology
Colin Potts,Georgia Institute of Technology
Concettina Guerra,Georgia Institute of Technology
Constantine Dovrolis,Georgia Institute of Technology
Dana Randall,Georgia Institute of Technology
David A. Bader,Georgia Institute of Technology
Edmond Chow,Georgia Institute of Technology
Edward Omiecinski,Georgia Institute of Technology
Elizabeth D. Mynatt,Georgia Institute of Technology
Ellen Yi-Luen Do,Georgia Institute of Technology
Ellen W. Zegura,Georgia Institute of Technology
Eric Gilbert,Georgia Institute of Technology
Eric Vigoda,Georgia Institute of Technology
Frank Dellaert,Georgia Institute of Technology
Greg Turk,Georgia Institute of Technology
Gregory D. Abowd,Georgia Institute of Technology
H. Venkateswaran,Georgia Institute of Technology
Hadi Esmaeilzadeh,Georgia Institute of Technology
Haesun Park,Georgia Institute of Technology
Henrik Christensen,Georgia Institute of Technology
Hongyuan Zha,Georgia Institute of Technology
Hyesoon Kim,Georgia Institute of Technology
Irfan A. Essa,Georgia Institute of Technology
Jack Poulson,Georgia Institute of Technology
Jacob Eisenstein,Georgia Institute of Technology
James Foley,Georgia Institute of Technology
James M. Rehg,Georgia Institute of Technology
Janet L. Kolodner,Georgia Institute of Technology
Jarek Rossignac,Georgia Institute of Technology
Jimeng Sun,Georgia Institute of Technology
John T. Stasko,Georgia Institute of Technology
Jun Xu,Georgia Institute of Technology
Karen Liu,Georgia Institute of Technology
Karsten Schwan,Georgia Institute of Technology
Keith Edwards,Georgia Institute of Technology
Lance Fortnow,Georgia Institute of Technology
Lauren Wilcox,Georgia Institute of Technology
Le Song,Georgia Institute of Technology
Leo Mark,Georgia Institute of Technology
Ling Liu,Georgia Institute of Technology
Maria-Florina Balcan,Georgia Institute of Technology
Mark Guzdial,Georgia Institute of Technology
Mark Riedl,Georgia Institute of Technology
Mayur Naik,Georgia Institute of Technology
Melody Moore Jackson,Georgia Institute of Technology
Merrick L. Furst,Georgia Institute of Technology
Michael Best,Georgia Institute of Technology
Mike Stilman,Georgia Institute of Technology
Milena Mihail,Georgia Institute of Technology
Milos Prvulovic,Georgia Institute of Technology
Mostafa Ammar,Georgia Institute of Technology
Munmun De Choudhury,Georgia Institute of Technology
Mustaque Ahamad,Georgia Institute of Technology
Nancy J. Nersessian,Georgia Institute of Technology
Polo Chau,Georgia Institute of Technology
Prasad Tetali,Georgia Institute of Technology
Rahul C. Basole,Georgia Institute of Technology
Richard A. DeMillo,Georgia Institute of Technology
Richard Fujimoto,Georgia Institute of Technology
Richard Lipton,Georgia Institute of Technology
Richard W. Vuduc,Georgia Institute of Technology
Ronald C. Arkin,Georgia Institute of Technology
Santosh Pande,Georgia Institute of Technology
Santosh Vempala,Georgia Institute of Technology
Seymour Goodman,Georgia Institute of Technology
Shamkant B. Navathe,Georgia Institute of Technology
Srinivas Aluru,Georgia Institute of Technology
Thad Starner,Georgia Institute of Technology
Thomas M. Conte,Georgia Institute of Technology
Tucker R. Balch,Georgia Institute of Technology
Umakishore Ramachandran,Georgia Institute of Technology
Vijay V. Vazirani,Georgia Institute of Technology
Wenke Lee,Georgia Institute of Technology
William R. Harris,Georgia Institute of Technology
Aiichiro Nakano,University of Southern California
Aristides A. G. Requicha,University of Southern California
Barry W. Boehm,University of Southern California
Bhaskar Krishnamachari,University of Southern California
Cauligi S. Raghavendra,University of Southern California
Cyrus Shahabi,University of Southern California
David Kempe,University of Southern California
Dennis McLeod,University of Southern California
Ellis Horowitz,University of Southern California
Ethan Katz-Bassett,University of Southern California
Fei Sha,University of Southern California
Francisco J. Valero Cuevas,University of Southern California
Gaurav S. Sukhatme,University of Southern California
Gérard G. Medioni,University of Southern California
Hao Li,University of Southern California
C. C. Jay Kuo,University of Southern California
Jeffrey A. Miller,University of Southern California
Jernej Barbic,University of Southern California
Kai Hwang,University of Southern California
Kevin Knight,University of Southern California
Laurent Itti,University of Southern California
Leana Golubchik,University of Southern California
Leonard M. Adleman,University of Southern California
Maja J. Mataric,University of Southern California
Melvin A. Breuer,University of Southern California
Michael A. Arbib,University of Southern California
Michael S. Waterman,University of Southern California
Milind Tambe,University of Southern California
Ming-Deh Huang,University of Southern California
Minlan Yu,University of Southern California
Murali Annavaram,University of Southern California
Nenad Medvidovic,University of Southern California
Nora Ayanian,University of Southern California
Paul E. Debevec,University of Southern California
Paul S. Rosenbloom,University of Southern California
Rajiv K. Kalia,University of Southern California
Ramakant Nevatia,University of Southern California
Ramesh Govindan,University of Southern California
Remo Rohs,University of Southern California
Shaddin Dughmi,University of Southern California
Shahram Ghandeharizadeh,University of Southern California
Shang-Hua Teng,University of Southern California
Shrikanth S. Narayanan,University of Southern California
Stefan Schaal,University of Southern California
Stephen C. Y. Lu,University of Southern California
Sven Koenig,University of Southern California
Ting Chen,University of Southern California
Todd A. Brun,University of Southern California
Ulrich Neumann,University of Southern California
Viktor K. Prasanna,University of Southern California
William G. J. Halfond,University of Southern California
Wyatt Lloyd,University of Southern California
Xianghong Jasmine Zhou,University of Southern California
Yan Liu,University of Southern California
Alfred V. Aho,Columbia University
Allison Bishop Lewko,Columbia University
Angelos D. Keromytis,Columbia University
Augustin Chaintreau,Columbia University
Changxi Zheng,Columbia University
Clifford Stein,Columbia University
Dan Rubenstein,Columbia University
Dana Pe'er,Columbia University
Daniel Hsu,Columbia University
David S. Johnson,Columbia University
Eitan Grinspun,Columbia University
Feniosky Peña-Mora,Columbia University
Gail E. Kaiser,Columbia University
Henning Schulzrinne,Columbia University
Henryk Wozniakowski,Columbia University
Itsik Pe'er,Columbia University
Jason Nieh,Columbia University
John R. Kender,Columbia University
Jonathan L. Gross,Columbia University
Joseph F. Traub,Columbia University
Julia Hirschberg,Columbia University
Junfeng Yang,Columbia University
Kathleen McKeown,Columbia University
Kenneth Ross,Columbia University
Luca P. Carloni,Columbia University
Luis Gravano,Columbia University
Martha Kim,Columbia University
Michael Collins,Columbia University
Mihalis Yannakakis,Columbia University
Peter K. Allen,Columbia University
Peter N. Belhumeur,Columbia University
Rocco A. Servedio,Columbia University
Roxana Geambasu,Columbia University
Salvatore J. Stolfo,Columbia University
Shih-Fu Chang,Columbia University
Shree K. Nayar,Columbia University
Simha Sethumadhavan,Columbia University
Stephen A. Edwards,Columbia University
Steven K. Feiner,Columbia University
Steven M. Bellovin,Columbia University
Steven M. Nowick,Columbia University
Tal Malkin,Columbia University
Tony Jebara,Columbia University
Venkat Venkatasubramanian,Columbia University
Vishal Misra,Columbia University
Vladimir Vapnik,Columbia University
Xi Chen,Columbia University
Yechiam Yemini,Columbia University
Alfred O. Hero,University of Michigan
Atul Prakash,University of Michigan
Barzan Mozafari,University of Michigan
Benjamin Kuipers,University of Michigan
Brian Noble,University of Michigan
Daniel E. Atkins,University of Michigan
David E. Kieras,University of Michigan
David T. Blaauw,University of Michigan
Demosthenis Teneketzis,University of Michigan
Dragomir R. Radev,University of Michigan
Edmund H. Durfee,University of Michigan
Edwin Olson,University of Michigan
Elliot Soloway,University of Michigan
Emily Mower Provost,University of Michigan
Farnam Jahanian,University of Michigan
Georg Essl,University of Michigan
Grant Schoenebeck,University of Michigan
Gregory H. Wakefield,University of Michigan
H. V. Jagadish,University of Michigan
Honglak Lee,University of Michigan
Igor L. Markov,University of Michigan
J. Alex Halderman,University of Michigan
Jacob Abernethy,University of Michigan
Jason Flinn,University of Michigan
Jason Mars,University of Michigan
Jia Deng,University of Michigan
John E. Laird,University of Michigan
John H. Holland,University of Michigan
John P. Hayes,University of Michigan
Kang G. Shin,University of Michigan
Karem A. Sakallah,University of Michigan
Kevin Fu,University of Michigan
Kevin J. Compton,University of Michigan
Lingjia Tang,University of Michigan
Marios C. Papaefthymiou,University of Michigan
Mark S. Ackerman,University of Michigan
Martha E. Pollack,University of Michigan
Martin J. Strauss,University of Michigan
Michael J. Cafarella,University of Michigan
Michael P. Wellman,University of Michigan
Mingyan Liu,University of Michigan
Peter M. Chen,University of Michigan
Pinaki Mazumder,University of Michigan
Prabal Dutta,University of Michigan
Quentin F. Stout,University of Michigan
Rada Mihalcea,University of Michigan
Satinder Singh Baveja,University of Michigan
Satish Narayanasamy,University of Michigan
Scott A. Mahlke,University of Michigan
Seth Pettie,University of Michigan
Stéphane Lafortune,University of Michigan
Sugih Jamin,University of Michigan
Thomas F. Wenisch,University of Michigan
Todd M. Austin,University of Michigan
Trevor N. Mudge,University of Michigan
Valeria Bertacco,University of Michigan
Yaoyun Shi,University of Michigan
Zeeshan Syed,University of Michigan
Zhuoqing Morley Mao,University of Michigan
Alexei A. Efros,University of California - Berkeley
Alistair Sinclair,University of California - Berkeley
Anthony D. Joseph,University of California - Berkeley
Armando Fox,University of California - Berkeley
Benjamin Recht,University of California - Berkeley
Bernd Sturmfels,University of California - Berkeley
Björn Hartmann,University of California - Berkeley
Brian A. Barsky,University of California - Berkeley
Christos H. Papadimitriou,University of California - Berkeley
Daniel Klein,University of California - Berkeley
David A. Patterson,University of California - Berkeley
David E. Culler,University of California - Berkeley
David Wagner,University of California - Berkeley
Dawn Song,University of California - Berkeley
J. Doug Tygar,University of California - Berkeley
Elchanan Mossel,University of California - Berkeley
Eric Brewer,University of California - Berkeley
Eric Paulos,University of California - Berkeley
George C. Necula,University of California - Berkeley
Ion Stoica,University of California - Berkeley
James Demmel,University of California - Berkeley
James O'Brien,University of California - Berkeley
Jitendra Malik,University of California - Berkeley
John Kubiatowicz,University of California - Berkeley
John F. Canny,University of California - Berkeley
John Wawrzynek,University of California - Berkeley
Jonathan Richard Shewchuk,University of California - Berkeley
Joseph M. Hellerstein,University of California - Berkeley
Katherine A. Yelick,University of California - Berkeley
Ken Goldberg,University of California - Berkeley
Koushik Sen,University of California - Berkeley
Krste Asanovic,University of California - Berkeley
Lior Pachter,University of California - Berkeley
Maneesh Agrawala,University of California - Berkeley
Marti A. Hearst,University of California - Berkeley
Michael Franklin,University of California - Berkeley
Michael Jordan,University of California - Berkeley
Nir Yosef,University of California - Berkeley
Peter L. Bartlett,University of California - Berkeley
Pieter Abbeel,University of California - Berkeley
Prasad Raghavendra,University of California - Berkeley
Randy H. Katz,University of California - Berkeley
Ravi Ramamoorthi,University of California - Berkeley
Richard M. Karp,University of California - Berkeley
Ruzena Bajcsy,University of California - Berkeley
Satish Rao,University of California - Berkeley
Scott Shenker,University of California - Berkeley
Stuart J. Russell,University of California - Berkeley
Sylvia Ratnasamy,University of California - Berkeley
Tapan S. Parikh,University of California - Berkeley
Thomas Griffiths,University of California - Berkeley
Umesh V. Vazirani,University of California - Berkeley
Vern Paxson,University of California - Berkeley
Yun S. Song,University of California - Berkeley
Aaron Roth,University of Pennsylvania
Alexander Rakhlin,University of Pennsylvania
Andreas Haeberlen,University of Pennsylvania
Ani Nenkova,University of Pennsylvania
Benjamin C. Pierce,University of Pennsylvania
Boon Thau Loo,University of Pennsylvania
Camillo J. Taylor,University of Pennsylvania
Chris Callison-Burch,University of Pennsylvania
Insup Lee,University of Pennsylvania
Jean H. Gallier,University of Pennsylvania
Jianbo Shi,University of Pennsylvania
Joe Devietti,University of Pennsylvania
Kostas Daniilidis,University of Pennsylvania
Ladislav Kavan,University of Pennsylvania
Lyle H. Ungar,University of Pennsylvania
Matt Blaze,University of Pennsylvania
Max Mintz,University of Pennsylvania
Michael Kearns,University of Pennsylvania
Mitch Marcus,University of Pennsylvania
Nadia Heninger,University of Pennsylvania
Rajeev Alur,University of Pennsylvania
Rakesh Vohra,University of Pennsylvania
Sampath Kannan,University of Pennsylvania
Sanjeev Khanna,University of Pennsylvania
Stephanie Weirich,University of Pennsylvania
Steve Zdancewic,University of Pennsylvania
Sudipto Guha,University of Pennsylvania
Susan B. Davidson,University of Pennsylvania
Val Tannen,University of Pennsylvania
Zachary G. Ives,University of Pennsylvania
Alexander A. Razborov,University of Chicago
Andrew Chien,University of Chicago
Anne Rogers,University of Chicago
Gordon L. Kindlmann,University of Chicago
Gregory Shakhnarovich,University of Chicago
Haryadi S. Gunawi,University of Chicago
Henry Hoffmann,University of Chicago
Ian T. Foster,University of Chicago
Janos Simon,University of Chicago
Jinbo Xu,University of Chicago
John Goldsmith,University of Chicago
John D. Lafferty,University of Chicago
John Reppy,University of Chicago
Julia Chuzhoy,University of Chicago
Karen Livescu,University of Chicago
Ketan Mulmuley,University of Chicago
L. Ridgway Scott,University of Chicago
László Babai,University of Chicago
Madhur Tulsiani,University of Chicago
Michael O'Donnell,University of Chicago
Nathan Srebro,University of Chicago
Raquel Urtasun,University of Chicago
Rick Stevens,University of Chicago
Risi Kondor,University of Chicago
Robert I. Soare,University of Chicago
Shan Lu,University of Chicago
Stuart A. Kurtz,University of Chicago
Todd Dupont,University of Chicago
Yali Amit,University of Chicago
Yury Makarychev,University of Chicago
Ravi Chugh,University of Chicago
James F. Allen,University of Rochester
Christopher M. Brown,University of Rochester
John Criswell,University of Rochester
Chen Ding,University of Rochester
Sandhya Dwarkadas,University of Rochester
Daniel Gildea,University of Rochester
Philip Guo,University of Rochester
Lane A. Hemaspaandra,University of Rochester
Mohammed E. Hoque,University of Rochester
Thomas M. Howard,University of Rochester
Engin Ipek,University of Rochester
Henry A. Kautz,University of Rochester
Ji Liu,University of Rochester
Jiebo Luo,University of Rochester
Randal C. Nelson,University of Rochester
Lenhart K. Schubert,University of Rochester
Michael L. Scott,University of Rochester
Joel I. Seiferas,University of Rochester
Kai Shen,University of Rochester
Daniel Stefankovic,University of Rochester
Muthuramakrishnan Venkitasubramaniam,University of Rochester
Greg Morrisett,Harvard University
Andrew C. Myers,Cornell University
Ashutosh Saxena,Cornell University
Bart Selman,Cornell University
Carla P. Gomes,Cornell University
Charles Van Loan,Cornell University
Claire Cardie,Cornell University
Daniel P. Huttenlocher,Cornell University
David Bindel,Cornell University
David Steurer,Cornell University
Deborah Estrin,Cornell University
Dexter Kozen,Cornell University
Donald P. Greenberg,Cornell University
Doug L. James,Cornell University
Emin Gün Sirer,Cornell University
Éva Tardos,Cornell University
Fred B. Schneider,Cornell University
Hakim Weatherspoon,Cornell University
Haym Hirsh,Cornell University
Johannes Gehrke,Cornell University
John E. Hopcroft,Cornell University
Jon M. Kleinberg,Cornell University
Joseph Y. Halpern,Cornell University
Kavita Bala,Cornell University
Kenneth P. Birman,Cornell University
Lillian Lee,Cornell University
Nate Foster,Cornell University
J. Nathan Foster,Cornell University
Noah Snavely,Cornell University
Rafael Pass,Cornell University
Ramin Zabih,Cornell University
Robert D. Kleinberg,Cornell University
Robert L. Constable,Cornell University
Ross Tate,Cornell University
Salman Avestimehr,Cornell University
Serge Belongie,Cornell University
Steve Marschner,Cornell University
Thorsten Joachims,Cornell University
Allen Tannenbaum,State University of New York - Stony Brook
Anita Wasilewska,State University of New York - Stony Brook
Annie Liu,State University of New York - Stony Brook
Anshul Gandhi,State University of New York - Stony Brook
Arie Kaufman,State University of New York - Stony Brook
C. R. Ramakrishnan,State University of New York - Stony Brook
Dimitris Samaras,State University of New York - Stony Brook
Donald E. Porter,State University of New York - Stony Brook
Erez Zadok,State University of New York - Stony Brook
Eugene W. Stark,State University of New York - Stony Brook
Himanshu Gupta,State University of New York - Stony Brook
Hong Qin,State University of New York - Stony Brook
Hussein Badr,State University of New York - Stony Brook
I. V. Ramakrishnan,State University of New York - Stony Brook
Jie Gao,State University of New York - Stony Brook
Jing Chen,State University of New York - Stony Brook
Klaus Mueller,State University of New York - Stony Brook
Larry D. Wittie,State University of New York - Stony Brook
Leman Akoglu,State University of New York - Stony Brook
Leo Bachmair,State University of New York - Stony Brook
Long Lu,State University of New York - Stony Brook
Luis E. Ortiz,State University of New York - Stony Brook
Michael A. Bender,State University of New York - Stony Brook
Michael Ferdman,State University of New York - Stony Brook
Michael Kifer,State University of New York - Stony Brook
R. Sekar,State University of New York - Stony Brook
Radu Sion,State University of New York - Stony Brook
Rezaul A. Chowdhury,State University of New York - Stony Brook
Rob Johnson,State University of New York - Stony Brook
Samir Das,State University of New York - Stony Brook
Scott A. Smolka,State University of New York - Stony Brook
Scott D. Stoller,State University of New York - Stony Brook
Steven Skiena,State University of New York - Stony Brook
Xianfeng Gu,State University of New York - Stony Brook
Yejin Choi,State University of New York - Stony Brook
Adrian Sandu,Virginia Polytechnic Institute and State University
Alexey Onufriev,Virginia Polytechnic Institute and State University
Ali Raza Butt,Virginia Polytechnic Institute and State University
Anil Kumar S. Vullikanti,Virginia Polytechnic Institute and State University
B. Aditya Prakash,Virginia Polytechnic Institute and State University
Barbara G. Ryder,Virginia Polytechnic Institute and State University
Calvin J. Ribbens,Virginia Polytechnic Institute and State University
Chang-Tien Lu,Virginia Polytechnic Institute and State University
