name,date
Michael C. Ferris,1508699618.86
Michael H. Böhlen,1508871254.95
Virginia Torczon,1508954641.79
Hao Zheng,1508914972.80
Marko B. Popovic,1508954466.51
Jack C. Wileden,1508954485.81
David Arnott,1509026832.10
Hwee Tou Ng,1509024675.12
Mohamed Elmoursi,1509033293.34
Piotr Lipinski,1509018946.38
Parmit K. Chilana,1509033547.22
Young-Joo Suh,1509033468.71
Robert Harle,1509023439.53
Aleksandar D. Rakic,1509029330.52
James Westall,1508954349.15
James Brotherston,1509033372.93
Jian-Yun Nie,1509020842.96
Joseph Naor,1508859345.94
Francisco J. Soulignac,1509018221.95
Saeed Lotfifard,1508967287.90
Thomas Schwarz,1508954556.19
Russ Miller,1508954345.57
Filip Sieczkowski,1509035546.92
Hiroshi Nakagawa,1509020468.62
Tamer Kahveci,1508954631.60
Frederick C. Harris Jr.,1508954729.47
Eamonn J. Keogh,1508928815.02
Richard West,1509003768.58
Yonatan Aumann,1509018271.19
Robin Cohen,1508860560.70
James Purtilo,1508915431.28
Léonor Beccera-Bonache,1509032246.06
Miroslaw Truszczynski,1508931750.78
Marcel Turcotte,1509033345.44
Richard E. Jones,1509026402.25
Uri Weiser,1508866850.25
Stefan Roth,1509116178.37
Michalis Vazirgiannis,1508871592.96
Hanan Lutfiyya,1509029892.17
Lei Chen 0002,1509121785.79
Kenneth Alan Stafford,1508954597.14
Wei Zeng,1509012960.99
Bu-Sung Lee,1509027579.31
Xining Li,1509021986.00
Richard Squier,1508954337.06
Bridget T. McInnes,1508954489.66
Hitoshi Iba,1509080344.97
Michael S. Langer,1509121735.41
Charles Lee Isbell Jr.,1509121897.12
Noam Rinetzky,1509024639.35
Paolo Giacomazzi,1509117673.78
Rory C. Flemmer,1509026375.23
Daniel E. Krutz,1508954653.09
Eduardo Torres-Jara,1508954377.08
Yotam I. Gingold,1508932584.68
Rui Yamaguchi,1509116924.12
Benny Kimelfeld,1508864534.31
Rickard Ewetz,1508929645.17
Jason Jue,1508954729.49
Abhik Roychoudhury,1509033793.29
Alexei J. Drummond,1509028030.95
Holger H. Hoos,1508859097.56
George C. Necula,1508717251.11
Georg Gottlob,1509032428.64
Pawel A. Dmochowski,1509032732.30
Hassan Artail,1509032266.00
Angela K. Demke,1508863551.12
David Feil-Seifer,1508954542.76
Kurt Luther,1508954592.36
Yves Caniou,1509025123.67
Peter Sutton,1508877448.44
Samer S. Habre,1509013367.23
Markus Pauly,1508862842.03
Mitch Cherniack,1508954480.80
Roger Crawfis,1508830357.03
Ashok Kumar Das,1509028101.99
Jing Sun 0002,1509035448.88
Jeffrey Xu Yu,1509024145.92
Katarzyna Paluch,1509021291.66
Lingming Zhang,1508928997.11
Francine Berman,1508954292.31
Matthew Johnson,1508927073.61
Marc Moreno Maza,1509021335.38
Anshul Kumar,1509023573.07
Juha Karhunen,1509025348.09
Lina Yao,1509033548.69
Kathleen Fisher,1508874671.74
Zizhan Zheng,1508954728.43
Dan Hao,1509030626.34
Vaidy S. Sunderam,1508954694.33
Alexander Pudmenzky,1509017847.62
Alan Wang,1508954676.54
Ying He 0001,1509013590.73
Jenna L. Marquard,1508954498.50
Rajalida Lipikorn,1509018819.87
Hanspeter Pfister,1508801509.42
Stephen P. Cameron,1509032072.96
David Mazières,1509001504.89
Shang-Hua Teng,1508966613.11
Robert Stevens,1509025424.42
Semih Salihoglu,1508866429.38
Barbara Di Eugenio,1508923760.99
Amit Dvir,1509027030.08
Pankaj K. Agarwal,1508935864.76
Christopher Riesbeck,1508954626.25
Edith Law,1508862887.68
Sarah Clinch,1508871981.08
Patricia Lago,1509018749.98
Subhanshu Gupta,1508941046.72
Sean Luke,1508954523.97
Eric E. Aubanel,1509034778.89
Sara Cohen,1509017983.54
Maurice Rojas,1508954368.02
K. Narayan Kumar,1509044820.27
Kevin C. Almeroth,1508826996.22
Meenakshisundaram Gopi,1508803753.57
Gokhan Memik,1508966550.78
Nasir D. Memon,1508827966.84
Andy Carpenter,1509030614.81
John Jose,1509023795.23
Tom Verhoeff,1509117754.35
Bradley Hayes,1508966165.04
Husheng Li,1508954086.06
Mario Szegedy,1509003107.47
Kazuyuki Aihara,1509023620.44
Christopher Leckie,1509030263.13
Tariq Andersen,1509013801.47
James E. Heliotis,1508954672.97
Daisy Zhe Wang,1508954661.92
Bireswar Das,1509019543.48
Aravindan Vijayaraghavan,1508931323.13
Robert E. Kinicki,1508936075.56
Steven J. Gortler,1508825806.18
James Pustejovsky,1508875974.83
Wenxin Li,1509030610.75
Theodore Tryfonas,1509025411.72
Gavin Lowe,1509025309.43
Jon A. Solworth,1508954635.08
Mathijs de Weerdt,1509029563.60
Xiaojuan Ma,1509013551.10
Kui Wu,1509117224.51
Xuandong Li,1509017678.07
Abhijeet Ghosh,1508858688.37
Yen Cheung,1509030573.42
Andrew Richardson,1508934348.93
John Augustine,1509034150.48
Roy Friedman,1508898675.58
Jiwu Shu,1509076619.59
Ron van der Meyden,1509021506.15
Michael A. Goodrich,1508954431.66
N. Zincir-Heywood,1509044549.44
Aaron Striegel,1508938666.85
Hazem Hiary,1509121832.31
Reem Qadan Al Fayez,1509018029.25
Reza Shokri,1509024377.77
Cunsheng Ding,1509017353.74
Aveek Dutta,1508943801.79
Marcus R. Gallagher,1509033202.94
Behrooz Shirazi,1508921784.87
Julita Vassileva,1509033520.05
Aldo A. Faisal,1508900470.16
Eric Vigoda,1508919734.77
Jorge Gonçalves,1509016983.83
James Caverlee,1508935929.38
Preetam Ghosh,1508953831.91
Jiajun Chen,1509035451.51
Nandlal L. Sarda,1509026790.75
Manoj Prabhakaran,1509034799.23
Ali Mesbah 0001,1508866804.48
Krzysztof Rzadca,1509035585.90
Antonio Filieri,1508901405.06
Shmuel Rotenstreich,1508942471.59
Francesco Orciuoli,1509032049.90
Amit Dua,1509024012.41
Michelle Mills Strout,1508876664.43
Kentaro Shimizu,1509018849.37
Victor B. Zordan,1508954611.66
Raymond T. Ng,1508859487.23
Jerzy Tyszkiewicz,1509035427.68
Anthony Johnson,1508954644.47
Wynne Hsu,1509032392.97
Prajakta Nimbhorkar,1509013623.92
Pascal Bouvry,1509029386.55
Uwe Baumgarten,1509121686.89
Martin Ziegler,1509021300.63
Eduard Constantin Dragut,1509121597.32
Mehmet Koyutürk,1508954050.86
James P. Cohoon,1508954687.94
Markus Wagner 0007,1509014662.62
Smita Krishnaswamy,1509002555.21
Lynda Hardman,1509026888.14
David Cox,1508802257.11
Hongliang Yu,1509020075.48
Haiyi Zhu,1508831198.17
Eno Thereska,1508893510.52
Aditi Majumder,1508822586.33
Christopher Hollitt,1509117723.32
Yair Amir,1508954541.72
Bo Yuan,1508967327.81
Donald H. House,1508963716.72
Huijing Zhao,1509116034.18
Ralph Deters,1509033356.29
Ayan Chakrabarti,1508954294.74
Max Mintz,1509000544.54
Matthias F. Stallmann,1508954522.47
Steffen Heber,1508967306.62
Gavin Brown 0001,1509016723.87
Marilyn A. Walker,1508923595.68
Kunqing Xie,1509017801.85
Kevin Y. Yip,1509034133.75
Arie van Deursen,1509024116.82
Benjamin Livshits,1508863885.15
Leon J. Osterweil,1508927060.58
Jinsub Kim,1508954632.56
Hoda Mehrpouyan,1509004285.23
Frank Dehne,1509025325.71
Kiona Ogle,1508954330.82
Bo Luo,1508928705.47
Leo Bachmair,1508828815.21
name,date
Jeremy W. Sheaffer,1508954609.86
Yixu Song,1509023850.88
Peter Druschel,1509024077.25
Ronald A. Rensink,1508898901.70
Haim J. Wolfson,1508893758.51
José María Cela,1509032773.04
Sundaram Suresh,1509117403.70
Marty Humphrey,1508954546.58
Claudia Hauff,1509029640.71
Luis von Ahn,1508919913.70
Christoph Koch 0001,1508866630.10
Martin P. Robillard,1509032827.01
Shishir Shah,1508954687.13
Rae Harbird,1509016842.88
Héctor Pulgar-Painemal,1508914905.85
Zygmunt J. Haas,1508920393.79
Lijun Yin,1508954695.42
Chiara Bodei,1509031430.99
Lukasz Kurgan,1508954666.37
Steven Robbins,1508954326.07
Benjamin Lok,1508953965.40
Wojciech Czerwinski,1509018113.71
Hector J. Levesque,1509041558.99
Clyde P. Kruskal,1509004839.62
Ross T. Whitaker,1508832059.19
Biplab Banerjee,1509023712.98
Christopher Scaffidi,1508933682.68
Ke Yi,1509080123.68
Kevin Stanley,1509033839.47
Jean-Pierre Hubaux,1508898550.54
Wee Keong Ng,1509012749.61
Trilce Estrada,1508998699.94
Xiuli Ma,1509029670.21
Ran El-Yaniv,1509030510.27
Reza Rejaie,1508929298.40
Tushar Jain,1509025458.88
Ramesh Rayudu,1508871077.39
Patrick P. C. Lee,1509024518.91
Sarit Kraus,1509032933.51
Matthew Links,1509024596.37
Balaji Raghavachari,1508954700.08
Neeldhara Misra,1509027198.20
Stephen A. Clark,1509032756.02
Raman Arora,1508954697.78
C. R. Ramakrishnan,1508826326.23
Farnam Jahanian,1508915254.54
Tor M. Aamodt,1508872546.36
Minsu Cho,1509033837.02
David Evans,1508936145.36
Oskar Mencer,1508867001.93
Sanjay V. Rajopadhye,1508920657.86
Srinivas Sampalli,1509026569.60
Jie Yang 0003,1508871292.38
Jonathan Appavoo,1508966867.95
Marcin Peczarski,1509029506.40
Martha Larson,1509020449.14
Wenjun Hu,1508936526.17
Daniel Wichs,1508825792.75
Nava Tintarev,1508873919.39
Kirstie Hawkey,1509034103.99
Richard J. Gibbens,1509033516.21
Markel Vigo,1509045112.65
Kristen Walcott-Justice,1508954212.70
Brigitte Pientka,1509031313.38
Zhihong Liu,1509029632.17
Lukasz Kowalik,1509034784.16
Holly E. Rushmeier,1508954724.10
Tat-Jun Chin,1508878111.42
Yao Guo,1509029597.75
Gianluca Palermo,1509029423.18
Tuba Yavuz-Kahveci,1508954553.25
Hwee Pink Tan,1509115987.83
Juyang Weng,1508954547.92
Sue B. Moon,1509080518.53
Sanguthevar Rajasekaran,1508923437.77
Xiaowei Yang,1508926752.51
Nelson Wong,1509030350.97
Walterio W. Mayol-Cuevas,1509023525.56
Marsha J. Berger,1509002619.51
Fernando E. B. Otero,1509032748.19
Debdeep Mukhopadhyay,1509020471.33
Jens Dietrich,1509024019.17
Karem A. Sakallah,1508699805.89
Horst Lazarek,1509033648.17
Daniel Cohen-Or,1508859534.32
Andrew Warfield,1508858581.57
Wei Hu,1509033399.95
Sheqin Dong,1509029500.64
Zhidong Deng,1509115840.87
Garry Marling,1509117474.61
Hans Tonino,1509020188.53
Qing Yi,1509001797.78
Milind Dawande,1509001675.85
David K. McGookin,1508877764.07
Adam R. Klivans,1508966370.69
Remco Litjens,1509022483.82
Kim Marriott,1509032792.69
Kei Okada,1509029874.28
Graham E. Farr,1509029853.75
Sartaj Sahni,1508954496.30
Ahmad R. Dhaini,1509035544.80
R. Rodrey Howell,1508930281.34
Dimitrios Makrakis,1509034124.16
Martin Gibbs,1509013198.28
Kathleen Gray,1509115810.61
Natasa Przulj,1509035573.47
Jie Wang 0002,1508954523.73
Prudence W. H. Wong,1509044719.06
Olga Sorkine-Hornung,1508866359.16
Linmi Tao,1509017854.58
Chetan Arora 0001,1509028049.54
Ian Warren,1509031502.89
Ian Welch,1509019641.83
Sencun Zhu,1508829098.63
Hirosuke Yamamoto,1509018288.55
Richard Buckland,1509021458.41
Issei Sato,1509017707.50
Sajith Gopalan,1509035653.89
Stephen Huang,1509003964.55
Michel Westenberg,1508873753.02
Sai Wu,1509019669.69
Alastair F. Donaldson,1508896525.20
Robert E. Mahony,1509020320.85
Anna M. Antola,1509020316.35
Marc Stevens,1509025225.54
Alessandra Scafuro,1508922144.07
Vinay J. Ribeiro,1509017789.14
Alberto L. Sangiovanni-Vincentelli,1508735848.95
Nikolaos Tsekos,1508954632.76
Terri K. Attwood,1509023351.18
Yat Chiu Law,1509030503.87
J. P. Misra,1509019420.57
Malcolm D. Atkinson,1508864428.71
Kevin B. Korb,1509117546.28
Alexander Schwarzmann,1508954703.87
Gilles Villard,1509019843.92
Chris Mears,1509014687.63
Martin Lillholm,1509024226.32
John Kim,1509041473.15
Anand Rangarajan,1508954411.76
Jianzhong Qi,1509033939.23
Matthew Fluet,1508916725.11
Rémi Emonet,1509033212.79
John Regehr,1508803956.42
Edward Chan,1508901178.15
Raimundas Matulevicius,1509020400.82
Henri E. Bal,1509032089.18
Martha Palmer,1509121766.23
Anthony Finkelstein,1509033336.90
Apurva Mudgal,1509023883.82
Matthias Hennig,1508878424.73
Nadine Akkari Adra,1509021217.10
Patrick C. Shih,1508954579.15
Nigel P. Smart,1509023780.51
Rahul Muthu,1509076456.06
Konstantin Korovin,1509019585.54
Takaaki Ohnishi,1509017744.31
Szymon Torunczyk,1509023828.11
Kirsten Ellis,1509017728.39
Aviral Shrivastava,1508914774.01
Geoff Wyvill,1509030392.57
Abdullah Basuhail,1509117133.39
Martin Loose,1509018256.07
Stefan Gumhold,1509035208.78
Jim Little,1508899001.30
Ion Androutsopoulos,1509030273.33
Nilanjan Banerjee,1508954144.80
Yuni Xia,1508936542.37
Eakta Jain,1508966569.52
Sandra Mitchell Hedetniemi,1508931474.31
Siavash Bayat Sarmadi,1509014260.86
Lingyun Sun,1509025267.05
Tanya Plotkin,1509024668.47
Li Liao,1508939373.22
J. Fernando A. da Silva,1509017567.55
Ashutosh Raina,1508954619.62
Shankara Narayanan Krishna,1508870904.37
Mike Rosulek,1508924797.45
Robert D. Rodman,1508941063.55
Matthew J. Thazhuthaveetil,1509032524.18
Jyotsna Bapat,1509022030.48
Gary S. H. Tan,1509022349.12
Hongwei Xi,1508918992.81
Zengfeng Huang,1509035572.96
Julia Rubin,1508860007.07
Larry F. Hodges,1508954539.22
Ho Jin Choi,1509018887.18
Renate Scheidler,1509027804.97
Manohar Kaul,1509032631.68
Kai Zeng 0002,1508966628.40
Timothy Graham,1509035669.37
Parth H. Pathak,1508954703.17
Ravin Balakrishnan,1508864158.82
Kate Larson,1508893999.69
Rajib Mall,1509017132.60
An-I Wang,1508954557.84
Rozita A. Dara,1509033292.86
Bud Mishra,1508802814.02
Sandro Rigo,1509019517.40
Thair M. Hamtini,1509024899.46
Manfred Huber,1508954632.70
Partha Pratim Pande,1508966873.93
Przemyslaw Pawelczak,1509032210.47
Jan Prins,1508940906.22
Sung-Hyon Myaeng,1509029236.21
Kolin Paul,1509013119.51
Serge Fehr,1509018969.36
Stan Szpakowicz,1509031507.95
Hasan Krad,1509117364.95
Carlos A. Pérez-Delgado,1509025014.43
Bharat L. Bhuva,1509000635.23
David Meger,1509029226.94
Hairong Qi,1508966008.47
Sinno Jialin Pan,1509014306.02
Miguel Matos,1509029299.48
Shinichi Honiden,1509033595.67
Donald Sannella,1508859591.49
Antonija Mitrovic,1509021773.64
Michael R. Jantz,1508966054.25
Debra J. Richardson,1508832325.67
John Hatcliff,1508954574.00
Mendel Rosenblum,1509001268.29
Xiaosong Ma,1508954511.75
Edgar Gabriel,1508954496.39
Nadia El-Mabrouk,1509025283.36
Justin W. L. Wan,1509117778.25
David Toman,1508897661.75
Susanne Wetzel,1509002850.01
Dan Knights,1508821342.09
Lei Xie,1508954324.01
Kenjiro Taura,1509033277.38
Tony McGregor,1509020867.57
Robin R. Murphy,1508954420.15
Tolga Tasdizen,1508832233.15
Zhenchun Huang,1509024783.28
Laure Gonnord,1509030139.63
Myrto Arapinis,1508877889.33
Qingling Duan,1509026344.68
Davide Fossati,1508953891.20
Christophe G. Giraud-Carrier,1508963565.46
Evan Franklin,1509117405.33
Amin Shokrollahi,1508895691.80
Chung-chieh Shan,1508872057.58
Krishna M. Sivalingam,1509031690.68
Peter Marbach,1509024323.40
Fatih Porikli,1509030648.60
Mitchell D. Theys,1508912045.67
Christine Largeron,1509117679.21
Panos Kalnis,1509117521.66
Eva Benkova,1509117473.64
Mahesh Viswanathan 0001,1508942062.59
Murat Yuksel,1508954246.69
Long Lu,1508833105.13
Jesper Bengtson,1509033173.27
Jean Meunier,1509016935.94
Dominik Ludewig Michels,1509033434.11
Craig Schroeder,1508963727.69
Amnon Shashua,1509027059.73
George Buchanan,1509026692.86
Michael Dinitz,1508954628.10
Herbert Bos,1509032784.75
Angus Graeme Forbes,1509121589.12
Yuru Pei,1509014640.65
Mark Christensen van Langeveld,1508966613.33
Julia Chuzhoy,1508954647.87
Arun Ross,1508954555.72
Xiao-Wen Chang,1509032336.80
John L. Barron,1509116052.25
Jay Ligatti,1508954670.77
Sheida Nabavi,1508934723.26
Harald Søndergaard,1509024271.00
Henry S. Thompson,1508894731.58
Xueyan Tang,1509026768.88
Tobias Höllerer,1508802780.31
George Mohler,1508954258.84
Antonio Cisternino,1509029709.72
Kui Ren 0001,1508954497.01
Gabor Fichtinger,1509017392.53
Ting-Zhu Huang,1508954710.23
Gordon Goodman,1509121544.90
Jeremy Dawson,1509021995.17
Jadwiga Indulska,1509019593.45
Myung J. Lee,1508954693.05
David McG. Squire,1509044795.70
Matthew Flatt,1508832576.44
Alan Hanjalic,1509034709.25
Helen Nissenbaum,1509004810.08
Matthew E. Taylor,1508876430.27
Xin Liu,1508938529.66
Brian Wyvill,1509021407.76
Rui Wang 0003,1508917413.73
John T. Stasko,1508699340.94
Tulika Mitra,1509035579.17
Assefaw Hadish Gebremedhin,1508924898.61
Michael D. Vose,1509000684.14
Ahmed Abu-Hajar,1508966347.71
Burkhard Freitag,1509030619.26
Mohamed Y. Eltabakh,1508954724.82
Sinisa Todorovic,1508914655.44
Bin Liu,1509117583.62
Giandomenico Mastroeni,1509021158.63
John D. Kececioglu,1508923412.84
Sudhir Mudur,1509020346.34
Hong Shen,1509035684.44
Sheila A. McIlraith,1508898755.41
Samory Kpotufe,1508938620.62
Pierre-Louis Bellec,1509035389.73
Daniel Rueckert,1508901750.83
Hélène Coullon,1509025147.26
Esteban E. Mocskos,1509018109.54
Stephen M. Watt,1508897508.10
Christophe Ducottet,1509027049.33
Dave Robertson,1508898347.64
Jae-Gil Lee 0001,1509032091.72
Jinze Liu,1508938629.49
Michal Skrzypczak,1509029435.92
Zanoni Dias,1509121625.01
Yiannis Aloimonos,1508954630.32
Somjai Boonsiri,1509024861.57
Yue Zhang,1509000974.15
Dieter van Melkebeek,1508936303.98
Michael A. E. Wright,1508872475.84
John Betts,1509020025.89
Thomas L. Sterling,1508954491.51
Piyush Kumar,1508943817.23
James Noble,1509042318.53
Klaus Meißner,1509032547.71
Lewis D. Griffin,1509077703.07
Robert J. K. Jacob,1508954336.52
Narain H. Gehani,1509003096.27
Xin Wang 0001,1508833833.53
Nick Roussopoulos,1508917522.58
Gurpur M. Prabhu,1508917448.00
Sandeep K. Shukla,1509027335.48
Gang Pan,1509034741.14
Elena Sherman,1508915406.93
Jan O. Borchers,1509033674.07
Adam O'Neill,1508938684.75
Jacob D. Abernethy,1508696202.68
Emanuel Kieronski,1509033777.30
Georges G. Grinstein,1508939315.55
Claire Mathieu,1509033581.39
Paul Patras,1508896056.15
Christos Papadopoulos,1508954286.36
Carl Gutwin,1509027131.99
Justin Zobel,1509033948.16
Viola Schiaffonati,1509013218.15
Mihran Tuceryan,1509000384.64
Debajyoti Bera,1508876321.15
Shalabh Bhatnagar,1509014595.13
Thomas R. Ioerger,1508916801.29
Andries van Dam,1508966002.04
Bella Bose,1509004864.86
Ulas Bagci,1508923719.56
Kensuke Aishima,1509033624.32
G. Edward Suh,1508968978.46
Antony L. Hosking,1509028977.58
Doron Drusinsky,1508954644.86
Tuvi Etzion,1508901118.74
Leslie Ann Goldberg,1509032295.32
Kai Xing,1508927418.35
Luís M. S. Russo,1509033115.06
David J. Fleet,1508866573.96
Trevor L. McDonell,1509029469.69
Min Chi,1508954570.36
Andrew E. Johnson,1509001281.39
Klaus Wehrle,1509027234.29
Christian Schindelhauer,1508870874.65
Ashish Anand,1509033235.69
Laurent Hébert-Dufresne,1508963599.57
Gabor T. Herman,1508915321.03
Mark C. Wilson,1509035624.08
Sanjay Bhattacherjee,1509013669.43
Rudra Dutta,1508954412.12
Carole Twining,1509020870.05
Nicolas Trotignon,1509034698.91
Jim X. Chen,1508954692.70
Michael Mascagni,1508920262.38
Georgios E. Fainekos,1508933444.03
Pangfeng Liu,1509034195.53
Walter Oberschelp,1509033689.68
Joël Goossens,1509024609.03
Shin Yoo,1509032315.87
Ubbo Visser,1508927681.57
Kirk Pruhs,1509000612.88
Harry G. Perros,1508954373.16
Charles D. Hansen,1508802056.42
Sonny Chan,1509029314.46
Ann A. Copestake,1509021716.81
Mahesh Balakrishnan,1508922557.57
Dan Hefetz,1508916758.90
Animesh Mukherjee,1509024891.27
Jayne Wu,1508941659.49
Jaideep Srivastava,1508828593.07
Sathish Govindarajan,1509027891.53
Jacques Carette,1509030638.49
Nicos Malevris,1509023893.68
Jean-Yves L'Excellent,1509034676.13
Jiann-Shiun Yuan,1509121598.34
M. Kemal Sönmez,1508919962.05
G. Srinivasaraghavan,1509121695.86
Maria Garcia de la Banda,1509117447.02
Joos C. A. M. Buijs,1509032446.59
Marjo Kauppinen,1509022246.10
Gilles Barthe,1509033114.92
Maria Grazia Fugini,1508878376.52
Amit Sengupta,1509022218.42
Abdel Latif Abu Dalhoum,1508872449.64
Gabriel Robins,1508914338.52
Peter Sewell,1509031786.08
K. Kalorkoti,1508894178.92
Toniann Pitassi,1509027566.57
Andrian Marcus,1508954427.67
Leslie Lander,1508954465.66
Sanjeev Setia,1508941592.61
Michael N. Gubanov,1509003635.20
Michele Nappi,1509021844.11
Baoliang Lu,1509117214.50
Jens Gregor,1508998780.92
Josep-Lluis Larriba-Pey,1509029608.28
Rajeev R. Raje,1508965917.08
Danielle Azar,1508880278.32
Jaak Vilo,1508880323.19
Clelia de Felice,1509033270.89
Rajat Moona,1509020822.57
Ying Tan,1509022072.82
Sharma Chakravarthy,1508954693.34
Alex T. Pang,1508914270.34
Nando de Freitas,1509029904.57
Alan Blair,1509018822.39
Alvin S. Lim,1509001178.43
Doina Precup,1509030441.84
Xiangnan Kong,1508966559.97
Marie Durand,1509025129.35
Ness B. Shroff,1508832925.05
Shaul Markovitch,1508897302.68
Gernot Heiser,1509025563.75
Vitaliy Kurlin,1509021726.11
Alan Christopher Williams,1508898926.99
David Lazer,1508830428.82
Daniel Dominic Sleator,1508926787.06
Caroline Jay,1509018829.31
Sylvia L. Osborn,1509016678.87
Chris North,1508921625.15
Danyang Zhang,1508942437.43
Shambhu J. Upadhyaya,1508934569.20
Thomas Sauerwald,1509023331.23
Shimin Hu,1509031670.69
Brendan McCane,1509121648.48
Mark Pauly,1508859024.20
Joseph J. DiStefano III,1508931495.81
Robert C. Williamson,1509025209.16
Vlado Keselj,1509029604.81
Charles Ofria,1508954717.56
T. K. Srikanth,1509033800.54
Carolina Ruiz,1508954635.93
Junzhou Huang,1508954462.43
Steven Castellucci,1509025295.11
Idit Keidar,1508860305.68
Yoonsuck Choe,1508954712.34
Tim Dwyer,1509022550.40
Lirong Xia,1508954675.89
Arunava Banerjee,1508966821.51
Jie Wu 0001,1508922766.53
R. B. Mishra,1509027333.20
Philippos Mordohai,1508954525.15
Ricardo J. F. Lopes Pereira,1509035480.32
Mukulika Maity,1509029219.44
Vipin Chaudhary,1508954496.22
Przemyslaw Pochec,1509033278.35
Gang Chen 0001,1509033633.59
Margherita Napoli,1509023380.04
Ee-Chien Chang,1509030704.52
Rachid Guerraoui,1508865580.26
Monica S. Lam,1508734537.77
Sharon Shoham,1509022262.48
Feng Yan 0001,1508954435.17
Takayasu Matsuo,1509021254.95
Ran El Yaniv,1508859225.14
Michael Albert,1509018220.81
Christian R. Shelton,1508881112.09
Linda Pagli,1509022528.68
Emanuel Todorov,1509003197.64
Scott A. Smolka,1508830094.42
Damith C. Rajapakse,1509033897.87
Vittorio Limongelli,1509032428.98
Dominik Slezak,1509027163.79
Elaine M. Huang,1509034676.94
Eduardo Velloso,1509033027.79
Anelis Kaiser,1509020840.96
Wei Chen,1509019671.96
Rui Tan,1509030155.83
Andrew Klapper,1508929242.20
Chandra Kambhamettu,1508954545.11
Andrew D. Ker,1509021245.83
Milos Manic,1508942035.23
Shang-Wei Lin,1509018939.32
D. T. Huynh,1508924886.58
Jing Chen 0001,1508834459.85
Amrita Chaturvedi,1509017775.13
Xinhua Zhang,1508954726.17
Bobby Schnabel,1508919054.20
Jun Li 0001,1508966909.58
Avinash Gautam,1509021657.70
Dan Tsafrir,1508860162.46
Guy Lapalme,1509024397.68
Frederick H. Lochovsky,1509076234.01
Yishay Mansour,1508862989.17
John A. Richards,1508871660.62
José F. Morales,1509032334.17
Nick Nikiforakis,1508831334.01
Jaime Simao Sichman,1509042426.71
Manuel Roveri,1508880482.05
Jörg Sander,1509033016.84
Ali José Mashtizadeh,1508860807.41
Matthias H. Hennig,1508865544.12
Charles L. A. Clarke,1508859396.51
Myungchul Kim,1509026591.42
Peter J. Denning,1508954640.09
Serge Abiteboul,1509031395.32
Yuchao Dai,1508878658.00
Mike Barley,1509031740.67
Xiaojun Bi,1508804542.43
Eric K. Ringger,1508919158.94
Uichin Lee,1509042211.70
Philippe M. Fauchet,1508954523.20
Bill Campbell,1508963619.31
Éric Colin de Verdière,1509034704.57
Kamal M. Jambi,1509019823.90
Claude Sammut,1509035766.92
Hossein Sameti,1509076593.66
Paul Medvedev,1508803937.34
Clark Verbrugge,1509117271.04
Helen Cameron,1509018156.05
Mahdi Cheraghchi Bashi Astaneh,1509031445.40
Supratik Chakraborty,1509031941.35
A. E. Eiben,1509033442.28
Michael J. Fern,1508967313.19
Roderic A. Grupen,1508954681.70
Vincent Oria,1508954647.49
Andreas Klappenecker,1508921320.18
Frank Ruskey,1509033729.52
Xiaoxing Ma,1509031812.32
Peter Jonas,1509034682.74
Lee John Eccleston,1509034707.70
Kemafor Anyanwu-Ogan,1508966289.59
Cruz Izu,1509031926.98
Arnaud Lefray,1509018019.00
Stefan Manegold,1509031621.17
Yue Zhang 0009,1508954520.12
Andrew Luxton-Reilly,1509021317.47
Blair D. Sullivan,1508954642.73
Jyrki Katajainen,1509121664.99
Holly A. Yanco,1508954467.95
Moh'd B. Al-Zoubi,1509024767.56
Michael Kaminski,1508859669.36
Rodrigo Rodrigues,1509033079.31
Kirsten Cater,1509023851.48
Haitao Zheng,1508954661.76
Hovhannes Harutyunyan,1509031571.52
Tiffani L. Williams,1508934689.39
Aravind Prakash,1508954667.32
David Streader,1509021559.41
Zhijie Jerry Shi,1508925206.26
Scott A. Mahlke,1508699149.73
Junfeng Hu,1509031305.34
Markus G. Kuhn,1509032103.89
Shinjiro Sueda,1508954624.20
Nathaly Verwaal,1509016857.22
Valentine Kabanets,1509034038.42
Theodore K. Apostolopoulos,1509027643.08
Cees Witteveen,1509035481.14
Jeff Meunier,1508954593.00
Karsten Weihe,1509024126.25
Paulo F. Flores,1509027343.69
David K. Lowenthal,1508920601.43
Erez Petrank,1508863737.68
Huzefa Rangwala,1508954583.42
Michael Bronstein,1509027349.86
Patrick D. McDaniel,1508803607.61
Tomasz Walen,1509021704.05
John M. Carroll,1508963438.11
Anthony V. Robins,1509020993.31
Iftach Haitner,1508898438.02
Paul H. J. Kelly,1508864267.23
Seiya Imoto,1509032983.75
Jeremy T. Fineman,1509001449.15
Lenore D. Zuck,1508954642.94
Oliver Eulenstein,1508954622.11
Tengjiao Wang,1509029029.85
Jeffrey S. Chase,1508936851.67
James H. Anderson,1508953859.52
Boqing Gong,1508954463.15
Neil C. Rowe,1508917031.42
Angela Finlayson,1509023243.98
Michael Brünig,1509018773.39
Richard T. Vaughan,1509121858.40
Uday Bondhugula,1509032072.28
Fang Li,1509025049.93
Mikko Kivelä,1509034759.51
Avinash Sharma,1509024880.89
Yoshihide Yoshimoto,1509033080.35
Stefan Dziembowski,1509022407.90
Daniel L. Chester,1508919152.33
Patrick Gros,1509030156.12
Yuval Ishai,1508902074.26
Anthony R. Dick,1509121641.38
