name,affiliation,homepage,scholarid
Benoît Libert,Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/benoit.libert,kRpKU4IAAAAJ
Bent Thomsen,Aalborg University,http://people.cs.aau.dk/~bt,mhyMmZoAAAAJ
Benyuan Liu,University of Massachusetts Lowell,http://www.cs.uml.edu/~bliu,s2n1-HMAAAAJ
Berk Burak Ustundag,Istanbul Technical University,http://akademi.itu.edu.tr/bustundag,JJY3eIEAAAAJ
Berk Canberk,Istanbul Technical University,http://bcrg.itu.edu.tr,q3ueClIAAAAJ
Berk Ustun,Univ. of California - San Diego,https://www.berkustun.com,6z_XWYcAAAAJ
Berk Ustundag,Istanbul Technical University,http://akademi.itu.edu.tr/bustundag,JJY3eIEAAAAJ
Berkay Çelik,Purdue University,https://beerkay.github.io,g1I269gAAAAJ
Bernard Carré,CRIStAL,https://www.cristal.univ-lille.fr/profil/carre,NOSCHOLARPAGE
Bernard Chazelle,Princeton University,https://www.cs.princeton.edu/~chazelle,C1VwgssAAAAJ
Bernard D. Frischer,Indiana University,http://frischer.org,NOSCHOLARPAGE
Bernard F. Schutz,Cardiff University,https://www.cardiff.ac.uk/people/view/102415-schutz-bernard,NOSCHOLARPAGE
Bernard Fortz,Université libre de Bruxelles,http://homepages.ulb.ac.be/~bfortz,YaOdoooAAAAJ
Bernard Frischer,Indiana University,http://frischer.org,NOSCHOLARPAGE
Bernard Gendron,University of Montreal,https://www.iro.umontreal.ca/~gendron,GZ8UOVsAAAAJ
Bernard Ghanem,KAUST,https://www.kaust.edu.sa/en/study/faculty/bernard-ghanem,rVsGTeEAAAAJ
Bernard L. Menezes,IIT Bombay,https://www.cse.iitb.ac.in/~bernard,NOSCHOLARPAGE
Bernard Mans,Macquarie University,https://researchers.mq.edu.au/en/persons/bernard-mans,SAbvfFYAAAAJ
Bernard Marie Chazelle,Princeton University,https://www.cs.princeton.edu/~chazelle,C1VwgssAAAAJ
Bernard Menezes,IIT Bombay,https://www.cse.iitb.ac.in/~bernard,NOSCHOLARPAGE
Bernard Merialdo,EURECOM,http://www.eurecom.fr/en/people/merialdo-bernard,GhCcwsoAAAAJ
Bernard Steenis,University of Luxembourg,https://wwwen.uni.lu/recherche/fstm/dcs/members/bernard_steenis,NOSCHOLARPAGE
Bernard Tiddeman,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/bpt,pQHTi7UAAAAJ
Bernard Wong 0001,University of Waterloo,https://cs.uwaterloo.ca/~bernard,1MgxnKcAAAAJ
Bernardino Arcay Varela,University of A Coruña,https://pdi.udc.es/en/File/Pdi/FY79E,NOSCHOLARPAGE
Bernardo Cuenca Grau,University of Oxford,http://www.cs.ox.ac.uk/people/bernardo.cuencagrau,THu1uZMAAAAJ
Bernardo David,IT University of Copenhagen,http://www.bmdavid.com,NOSCHOLARPAGE
Bernardo Machado David,IT University of Copenhagen,http://www.bmdavid.com,NOSCHOLARPAGE
Bernardo Toninho,Universidade NOVA de Lisboa,http://ctp.di.fct.unl.pt/~btoninho,LqQoVtgAAAAJ
Bernardo Wagner,University of Hannover,https://www.rts.uni-hannover.de/wagner2.html,na17zFkAAAAJ
Bernardus Juurlink,TU Berlin,https://www.aes.tu-berlin.de/menue/mitarbeiterinnen/prof_dr_ben_juurlink,i27KRcYAAAAJ
Bernd Becker 0001,University of Freiburg,http://www2.informatik.uni-freiburg.de/~becker,blhIc7MAAAAJ
Bernd Bickel,IST Austria,https://ist.ac.at/research/research-groups/bickel-group,Bt-QKXYAAAAJ
Bernd Bruegge,TU Munich,https://wwwbruegge.informatik.tu-muenchen.de/lehrstuhl_1/people/52-professor,io5O8OUAAAAJ
Bernd Brügge,TU Munich,https://wwwbruegge.informatik.tu-muenchen.de/lehrstuhl_1/people/52-professor,io5O8OUAAAAJ
Bernd Burgstaller,Yonsei University,https://elc.yonsei.ac.kr/people.htm,NOSCHOLARPAGE
Bernd Dammann,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE
Bernd E. Wolfinger,University of Hamburg,http://www.informatik.uni-hamburg.de/TKRN/world/staff/bew/bew.htm,NOSCHOLARPAGE
Bernd Finkbeiner,CISPA Helmholtz Center,https://www.react.uni-saarland.de/people/finkbeiner.html,mSwHrYMAAAAJ
Bernd Fischer 0002,Stellenbosch University,http://www.cs.sun.ac.za/~bfischer,m51BXiwAAAAJ
Bernd Freisleben,University of Marburg,https://www.uni-marburg.de/fb12/arbeitsgruppen/verteilte_systeme/mitarbeiter/freisleb,C2B7s-EAAAAJ
Bernd Fröhlich 0001,Bauhaus University Weimar,https://www.uni-weimar.de/en/media/chairs/computer-science-department/vr/people/17882,xkrZ7MYAAAAJ
Bernd Gärtner,ETH Zurich,http://people.inf.ethz.ch/gaertner,NOSCHOLARPAGE
Bernd Hamann,Univ. of California - Davis,http://graphics.cs.ucdavis.edu/~hamann,aNRlTa8AAAAJ
Bernd Hellingrath,University of Münster,https://www.wi.uni-muenster.de/de/institut/logistik/personen/bernd-hellingrath,NOSCHOLARPAGE
Bernd Meyer 0001,Monash University,https://research.monash.edu/en/persons/bernd-meyer,9rl-K3IAAAAJ
Bernd Sturmfels,Univ. of California - Berkeley,https://math.berkeley.edu/~bernd,5zTUNsQAAAAJ
Bernd-Holger Schlingloff,Humboldt University of Berlin,http://www2.informatik.hu-berlin.de/svt,NOSCHOLARPAGE
Bernhard Bauer,University of Augsburg,https://www.uni-augsburg.de/de/fakultaet/fai/informatik/prof/swtpvs/team/bernhard-bauer,d9b5tgMAAAAJ
Bernhard Beckert,Karlsruhe Institute of Technology,http://formal.iti.kit.edu/~beckert,5BPKfQIAAAAJ
Bernhard E. Boser,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~boser,NHIpV98AAAAJ
Bernhard Egger,Seoul National University,https://csap.snu.ac.kr/bernhard,g-ZpvTIAAAAJ
Bernhard Haeupler,Carnegie Mellon University,http://www.cs.cmu.edu/~haeupler,hIq09eUAAAAJ
Bernhard Hengst,UNSW,http://www.cse.unsw.com/~bernhardh,NOSCHOLARPAGE
Bernhard Jung 0001,TU Freiberg,https://tu-freiberg.de/user/645,NOSCHOLARPAGE
Bernhard K. Aichernig,Graz University of Technology,http://aichernig.blogspot.com,O6dEPWYAAAAJ
Bernhard Kainz,Imperial College London,http://www.imperial.ac.uk/people/b.kainz,Igxq-YEAAAAJ
Bernhard Mitschang,University of Stuttgart,https://www.ipvs.uni-stuttgart.de/abteilungen/as/abteilung/mitarbeiter/bernhard.mitschang,zRbR5b8AAAAJ
Bernhard Nebel,University of Freiburg,http://www2.informatik.uni-freiburg.de/~nebel,4MhUHPcAAAAJ
Bernhard Neumair,Karlsruhe Institute of Technology,http://www.scc.kit.edu/personen/bernhard.neumair.php,MHlS1MEAAAAJ
Bernhard Pfahringer,University of Waikato,http://www.cs.waikato.ac.nz/~bernhard,PEv3OQUAAAAJ
Bernhard Preim,University of Magdeburg,http://isgwww.cs.uni-magdeburg.de/visualisierung/wiki,iz7UUN4AAAAJ
Bernhard Renard,Hasso Plattner Institute,https://hpi.de/forschung/fachgebiete/data-analytics-and-computational-statistics.html,YeSos8AAAAAJ
Bernhard Reus,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/115097,NOSCHOLARPAGE
Bernhard Rumpe,RWTH Aachen,http://www.se-rwth.de/~rumpe,nED1C7QAAAAJ
Bernhard Scholz,University of Sydney,http://web.it.usyd.edu.au/~scholz,0z6_oNEAAAAJ
Bernhard Schölkopf [IS],Max Planck Society,https://is.mpg.de/~bs,DZ-fHPgAAAAJ
Bernhard Seeger,University of Marburg,https://www.uni-marburg.de/de/fb12/arbeitsgruppen/dbs/team/personenseiten/bernhard-seeger,Nc_AL5UAAAAJ
Bernhard Sick,University of Kassel,https://www.uni-kassel.de/eecs/de/fachgebiete/ies/personen/bernhard-sick.html,sGAKnroAAAAJ
Bernhard Steffen,TU Dortmund,http://ls5-www.cs.tu-dortmund.de/cms/de/mitarbeiter/prof/Bernhard_Steffen.html,YFGsf1YAAAAJ
Bernhard Thalheim,University of Kiel,https://www.is.informatik.uni-kiel.de/thalheim,lkH3h9gAAAAJ
Bernhard Thomaszewski,University of Montreal,http://www-labs.iro.umontreal.ca/~bernhard,Qtzmow0AAAAJ
Bernhard Westfechtel,University of Bayreuth,http://www.ai1.uni-bayreuth.de/en/team/Westfechtel_Bernhard/index.php,8eJ_bFcAAAAJ
Bernhard Wicht,University of Hannover,https://www.ims.uni-hannover.de/wicht.html?&no_cache=1,xfI3NpoAAAAJ
Bernt Schiele [INF],Max Planck Society,https://www.mpi-inf.mpg.de/departments/computer-vision-and-multimodal-computing/people/bernt-schiele,z76PBfYAAAAJ
Berrin A. Yanikoglu,Sabancı University,http://people.sabanciuniv.edu/berrin,CyWTeecAAAAJ
Bert Arnrich,Hasso Plattner Institute,https://hpi.de/en/the-hpi/people/professors/prof-dr-bert-arnrich.html,GGtsB6kAAAAJ
Bert C. Huang,Tufts University,http://berthuang.com,TrqegZIAAAAJ
Bert Huang,Tufts University,http://berthuang.com,TrqegZIAAAAJ
Bertha Guijarro-Berdiñas,University of A Coruña,https://pdi.udc.es/en/File/Pdi/L249E,4uEW-IoAAAAJ
Berthe Y. Choueiry,University of Nebraska,http://cse.unl.edu/~choueiry,NOSCHOLARPAGE
