name,affiliation,homepage,scholarid
Ilias Manolakos,University of Athens,http://gain.di.uoa.gr/index.php/the-group-members/faculty-members/manolakos,NOSCHOLARPAGE
Ilias Tagkopoulos,Univ. of California - Davis,http://faculty.engineering.ucdavis.edu/tagkopoulos,CG36zWQAAAAJ
Ilir Gashi,City University of London,https://www.city.ac.uk/people/academics/ilir-gashi,o4VyaRkAAAAJ
Ilker Hamzaoglu,Özyeğin University,https://www.ilkerhamzaoglu.org,9xkNFsUAAAAJ
Ilkka Niemelä,Aalto University,http://users.ics.aalto.fi/~ini,NOSCHOLARPAGE
Ilkyeun Ra,University of Colorado - Denver,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/IlkyeunRa.aspx,NOSCHOLARPAGE
Illah R. Nourbakhsh,Carnegie Mellon University,http://www.cs.cmu.edu/~illah,S4cEObAAAAAJ
Illah Reza Nourbakhsh,Carnegie Mellon University,http://www.cs.cmu.edu/~illah,S4cEObAAAAAJ
Illia Horenko,Università della Svizzera italiana,http://search.usi.ch/persone/24aa5ca1ebaddc9caddd95eacc8249bf/Horenko-Illia,nkpzW44AAAAJ
Iluju Kiringa,University of Ottawa,http://www.site.uottawa.ca/~kiringa,Ol4VIjMAAAAJ
Ilwoo Lyu,POSTECH,https://ilwoolyu.github.io,_SRDWx8AAAAJ
Ilya Markov,University of Amsterdam,https://staff.fnwi.uva.nl/i.markov,4ztJyswAAAAJ
Ilya Safro,University of Delaware,https://www.eecis.udel.edu/~isafro,QYesEdIAAAAJ
Ilya Sergey,National University of Singapore,https://www.yale-nus.edu.sg/about/faculty/ilya-sergey,oCIeffUAAAAJ
Ilya Shpitser,Johns Hopkins University,https://www.cs.jhu.edu/~ilyas/,ZyKrSZcAAAAJ
Ilya Volkovich,Boston College,https://sites.google.com/site/ilyavv,Xd6_27cAAAAJ
Ilyas Cicekli,Hacettepe University,https://web.cs.hacettepe.edu.tr/~ilyas,Q1tqCDQAAAAJ
Ilyas Çiçekli,Hacettepe University,https://web.cs.hacettepe.edu.tr/~ilyas,Q1tqCDQAAAAJ
Imad H. Elhajj,American University of Beirut,http://www.aub.edu.lb/~ie05,GtBBM68AAAAJ
Imad Salah,University of Jordan,http://ju.edu.jo/Lists/Administrators/Disp_form.aspx?ID=15,n9ETArsAAAAJ
Imadeldin Mahgoub,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/mahgoub,NOSCHOLARPAGE
Iman M. Almomani,University of Jordan,https://www.facebook.com/public/Iman-Almomani/school/University-of-Jordan-103146266391742,dj0SNHAAAAAJ
Imani N. S. Munyaka,Univ. of California - San Diego,https://imanimunyaka.com/,LKa7Qs0AAAAJ
Imani N. Sherman,Univ. of California - San Diego,https://imanimunyaka.com/,LKa7Qs0AAAAJ
Imari Sato,National Institute of Informatics,http://research.nii.ac.jp/pbv/,gtfbzYwAAAAJ
Imdadullah Khan,LUMS,https://lums.edu.pk/lums_employee/4100,aMwi6UwAAAAJ
Imed Hammouda,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/Imed-Hammouda.aspx,NOSCHOLARPAGE
Imed Zaguia,Royal Military College of Canada,https://www.rmc-cmr.ca/en/mathematics-and-computer-science/dr-imed-zaguia,_Wq_v0oAAAAJ
Immanuel Trummer,Cornell University,http://as.cornell.edu/immanuel-trummer,FJ7im7AAAAAJ
Imran Ahmad 0001,University of Windsor,http://www.uwindsor.ca/science/computerscience/1064/dr-imran-ahmad,z7zGYkwAAAAJ
Imran Razzak,MBZUAI,https://mbzuai.ac.ae/study/faculty/imran-razzak,GlXI4N8AAAAJ
Imran Shafiq Ahmad,University of Windsor,http://www.uwindsor.ca/science/computerscience/1064/dr-imran-ahmad,z7zGYkwAAAAJ
Imre Risi Kondor,University of Chicago,http://people.cs.uchicago.edu/~risi,v12-jLUAAAAJ
Imtiaz Hussain Khan,King Abdulaziz University,http://www.kau.edu.sa/Contacts.aspx?Site_ID=61117&Lng=EN&Cont=19678,RDj7uSYAAAAJ
In Kee Kim,University of Georgia,https://cobweb.cs.uga.edu/~kim/,O0-eXcoAAAAJ
In So Kweon,KAIST,http://rcv.kaist.ac.kr/v2/bbs/member_detail.php?mb_id=%20iskweon,XA8EOlEAAAAJ
In-Kwon Lee,Yonsei University,http://cga.yonsei.ac.kr/people/iklee,4id34ogAAAAJ
In-So Kweon,KAIST,http://rcv.kaist.ac.kr/v2/bbs/member_detail.php?mb_id=%20iskweon,XA8EOlEAAAAJ
In-Young Ko,KAIST,http://bigbear.kaist.ac.kr/~iko,qf6c5k4AAAAJ
Ina Fiterau,University of Massachusetts Amherst,https://people.cs.umass.edu/~mfiterau,NTHsaUQAAAAJ
Ina Koch,Goethe University Frankfurt,https://www.bioinformatik.de/de/bioinformatik-in-deutschland/forschung/arbeitsgruppen/260-prof-dr-ina-koch-molecular-bioinformatics,cRzjNyIAAAAJ
Ina Schaefer,Karlsruhe Institute of Technology,https://tva.kastel.kit.edu/team_77.php,odzaci8AAAAJ
Ina Schieferdecker,TU Berlin,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/schieferdecker,-WDSZfEAAAAJ
Inah Omoronyia,University of Bristol,https://research-information.bris.ac.uk/en/persons/inah-omoronyia,BWgdh1wAAAAJ
Inald Lagendijk,TU Delft,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/people/profdrir-rl-inald-lagendijk,nFYok08AAAAJ
Indrajit Ray,Colorado State University,http://www.cs.colostate.edu/~indrajit,blFs68UAAAAJ
Indrakshi Ray,Colorado State University,http://www.cs.colostate.edu/~iray,MCEERagAAAAJ
Indranil Gupta,Univ. of Illinois at Urbana-Champaign,http://indy.cs.illinois.edu,Waaj7a8AAAAJ
Indranil Saha,IIT Kanpur,http://cse.iitk.ac.in/users/isaha,2-juveEAAAAJ
Indranil Sengupta 0001,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~isg,1IIL5HUAAAAJ
Indre Zliobaite,University of Helsinki,https://www.zliobaite.com,yyXBot4AAAAJ
Indrė Žliobaitė,University of Helsinki,https://www.zliobaite.com,yyXBot4AAAAJ
Ing Ren Tsang,UFPE,https://lattes.cnpq.br/3084134533707587,TdlHZ0kAAAAJ
Ing-Chao Lin,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/31,NOSCHOLARPAGE
Ing-Ray Chen,Virginia Tech,http://people.cs.vt.edu/~irchen,UdangLEAAAAJ
Inge Jonassen,University of Bergen,http://www.ii.uib.no/~inge,NOSCHOLARPAGE
Inge Li Gørtz,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE
Ingela Nyström,Uppsala University,http://www.cb.uu.se/~ingela,NOSCHOLARPAGE
Ingemar J. Cox,University College London,http://mediafutures.cs.ucl.ac.uk/people/IngemarCox,b88nUpYAAAAJ
Ingemar Johansson Cox,University College London,http://mediafutures.cs.ucl.ac.uk/people/IngemarCox,b88nUpYAAAAJ
Ingmar Weber,Saarland University,https://ingmarweber.de/,3YDUbP0AAAAJ
Ingo J. Timm,University of Trier,https://www.uni-trier.de/index.php?id=35358,Ui6-EXQAAAAJ
Ingo M. Weber,TU Berlin,https://www.sbe.tu-berlin.de/menue/team/prof_dr_ingo_weber/parameter/en/,uZP6cXwAAAAJ
Ingo Schmitt,Brandenburg University of Technology,https://www.b-tu.de/fg-dbis/team/professor,NOSCHOLARPAGE
Ingo Scholtes,University of Würzburg,https://www.informatik.uni-wuerzburg.de/ml4nets/team/prof-dr-ingo-scholtes,pouriVsAAAAJ
Ingo Steinwart,University of Stuttgart,https://www.isa.uni-stuttgart.de/institut/team/Steinwart-00002,zFuwHeAAAAAJ
Ingo Weber,TU Berlin,https://www.sbe.tu-berlin.de/menue/team/prof_dr_ingo_weber/parameter/en/,uZP6cXwAAAAJ
Ingolf H. Krüger,Univ. of California - San Diego,http://jacobsschool.ucsd.edu/faculty/faculty_bios/index.sfe?fmp_recid=199,NOSCHOLARPAGE
Ingolf Krueger,Univ. of California - San Diego,http://jacobsschool.ucsd.edu/faculty/faculty_bios/index.sfe?fmp_recid=199,NOSCHOLARPAGE
Ingolf Krüger,Univ. of California - San Diego,http://jacobsschool.ucsd.edu/faculty/faculty_bios/index.sfe?fmp_recid=199,NOSCHOLARPAGE
Ingrid B. Carlbom,Uppsala University,https://katalog.uu.se/empinfo/?id=N8-1286,NOSCHOLARPAGE
Ingrid Carlbom,Uppsala University,https://katalog.uu.se/empinfo/?id=N8-1286,NOSCHOLARPAGE
Ingrid M. R. Verbauwhede,KU Leuven,https://homes.esat.kuleuven.be/~iverbauw,ZyG1ZGgAAAAJ
Ingrid Nunes,UFRGS,http://inf.ufrgs.br/~ingridnunes,-mWs334AAAAJ
Ingrid Schirmer,University of Hamburg,https://www.inf.uni-hamburg.de/de/inst/ab/itg/people/schirmer.html,NOSCHOLARPAGE
Ingrid Verbauwhede,KU Leuven,https://homes.esat.kuleuven.be/~iverbauw,ZyG1ZGgAAAAJ
Ingrid Wetzel,University of Hamburg,https://www.inf.uni-hamburg.de/de/inst/ab/itg/people/schirmer.html,NOSCHOLARPAGE
Ingrid Zukerman,Monash University,http://users.monash.edu/~ingrid,DFyOHW4AAAAJ
Inhwan Lee,Hanyang University,http://csl.hanyang.ac.kr,NOSCHOLARPAGE
Inkyoung Hur,Nova Southeastern University,https://cec.nova.edu/faculty/Hur-Inkyoung.html,NOSCHOLARPAGE
Inmaculada Arnedillo Sánchez,Trinity College Dublin,https://www.tcd.ie/research/profiles/?profile=arnedii,Kcsk9CoAAAAJ
Inna Partin-Vaisband,University of Illinois at Chicago,https://ece.uic.edu/profiles/inna-partin-vaisband-phd/,visXuWkAAAAJ
Inna Pivkina,New Mexico State University,http://www.cs.nmsu.edu/~ipivkina,wYZOUb4AAAAJ
Inna V. Pivkina,New Mexico State University,http://www.cs.nmsu.edu/~ipivkina,wYZOUb4AAAAJ
Inseok Hwang 0001,POSTECH,https://www.inseokhwang.com,XNH0fY8AAAAJ
Insik Shin,KAIST,http://cps.kaist.ac.kr/~ishin,FE04Zl8AAAAJ
Inso Kweon,KAIST,http://rcv.kaist.ac.kr/v2/bbs/member_detail.php?mb_id=%20iskweon,XA8EOlEAAAAJ
Insu Yun,KAIST,https://insuyun.github.io,EzRLWOkAAAAJ
Insup Lee 0001,University of Pennsylvania,http://www.cis.upenn.edu/~lee,kBGGEjUAAAAJ
Inuk Jung,Kyungpook National University,http://cobi.knu.ac.kr,zVRA_KsAAAAJ
Inwhee Joe,Hanyang University,http://wm.hanyang.ac.kr/xe/professor,NOSCHOLARPAGE
Inês Lynce,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist14029,uvgyhBMAAAAJ
Ioan Marius Bilasco,CRIStAL,http://cristal.univ-lille.fr/~bilasco,jNBdRCsAAAAJ
Ioan Raicu,Illinois Institute of Technology,https://science.iit.edu/people/faculty/ioan-raicu,jE73HYAAAAAJ
