name,affiliation,homepage,scholarid
Urs Hengartner,University of Waterloo,https://cs.uwaterloo.ca/~uhengart,FPSbtssAAAAJ
Ursula H. Augsdörfer,Graz University of Technology,https://www.tugraz.at/institute/cgv/ursula-augsdoerfer,JmsBIc8AAAAJ
Ursula Martin,University of Oxford,https://www.cs.ox.ac.uk/people/ursula.martin,dM-hgFkAAAAJ
Usman Naseem,Macquarie University,http://usmaann.github.io,61Ou1P8AAAAJ
Usman R. Alim,University of Calgary,http://pages.cpsc.ucalgary.ca/~ualim,bTkaKOcAAAAJ
Usman Roshan,NJIT,http://cs.njit.edu/usman,8GkpkAIAAAAJ
Usman W. Roshan,NJIT,http://cs.njit.edu/usman,8GkpkAIAAAAJ
Uta Hinrichs,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Uta_Hinrichs.html,kGPAR0YAAAAJ
Ute Bormann,University of Bremen,https://www.szi.uni-bremen.de/wp-content/uploads/2012/09/p-rn.pdf,NOSCHOLARPAGE
Ute Schmid,University of Bamberg,https://www.uni-bamberg.de/en/cogsys/schmid,fJXIVKsAAAAJ
Utku Kalay,Yıldız Technical University,https://www.ce.yildiz.edu.tr/personal/utkuk?lang=en,NOSCHOLARPAGE
Utpal Chandra De,KIIT Bhubaneswar,https://ksca.kiit.ac.in/profiles/utpal-chandra-de,wAeg8FsAAAAJ
Utpal Garain,ISI Kolkata,https://www.isical.ac.in/~utpal,4Jlqf30AAAAJ
Uvais A. Qidwai,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/uvais.php,_-GqsbMAAAAJ
Uvais Qidwai,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/uvais.php,_-GqsbMAAAAJ
Uwe Aickelin,University of Melbourne,https://www.findanexpert.unimelb.edu.au/display/person815636,aQTBV2wAAAAJ
Uwe Assmann,TU Dresden,http://www1.inf.tu-dresden.de/~ua1,KiiBpMgAAAAJ
Uwe Aßmann,TU Dresden,http://www1.inf.tu-dresden.de/~ua1,KiiBpMgAAAAJ
Uwe Baumgarten,TU Munich,http://www.os.in.tum.de/personen/baumgarten,NOSCHOLARPAGE
Uwe Brinkschulte,Goethe University Frankfurt,https://www.es.cs.uni-frankfurt.de/team/Uwe_Brinkschulte/?id=9,NOSCHOLARPAGE
Uwe D. Hanebeck,Karlsruhe Institute of Technology,https://isas.iar.kit.edu/de/Mitarbeiter_Hanebeck.php,q-f3ITAAAAAJ
Uwe Egly,TU Wien,http://www.kr.tuwien.ac.at/staff/egly,NOSCHOLARPAGE
Uwe Glässer,Simon Fraser University,http://www.cs.sfu.ca/~glaesser,NOSCHOLARPAGE
Uwe M. Borghoff,Bundeswehr University Munich,https://www.unibw.de/inf2/personen/professoren/borghoff,Xn-P8FwAAAAJ
Uwe Naumann,RWTH Aachen University,https://www.stce.rwth-aachen.de/people/uwe-naumann,vRVzEDMAAAAJ
Uwe Nestmann,TU Berlin,https://www.mtv.tu-berlin.de/nestmann,8zjcWf0AAAAJ
Uwe Petersohn,TU Dresden,https://www.inf.tu-dresden.de/content/institutes/ki/awv/Personen/petersohn.de.html,NOSCHOLARPAGE
Uwe Reyle,University of Stuttgart,http://www.ims.uni-stuttgart.de/institut/mitarbeiter/uwe,NOSCHOLARPAGE
Uwe Röhm,University of Sydney,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/uwe-roehm.html,hJjASywAAAAJ
Uwe Schwiegelshohn,TU Dortmund,http://www.irf.tu-dortmund.de/cms/en/Institute/Staff/Head/Prof__Dr_-Ing__Uwe_Schwiegelshohn.html,Wz5HfLYAAAAJ
Uwe Schöning,University of Ulm,https://www.uni-ulm.de/schoening,hDW4Ak8AAAAJ
Uwe Zdun,University of Vienna,https://cs.univie.ac.at/uwe.zdun,jLm9DCkAAAAJ
Uyen Trang Nguyen,York University,http://www.cse.yorku.ca/~utn,eo1FpKIAAAAJ
Uzi Vishkin,University of Maryland - College Park,https://www.cs.umd.edu/people/vishkin,1r8HluQAAAAJ
Ümit V. Çatalyürek,Georgia Institute of Technology,https://www.cc.gatech.edu/~umit,OLDMURQAAAAJ
