name,homepage
Kevin D. Seppi,https://cs.byu.edu/faculty/kseppi
Kevin Elphinstone , http://www.cse.unsw.edu.au/~kevine/
Kevin Fu,https://web.eecs.umich.edu/~kevinfu/
Kevin J. Compton,http://web.eecs.umich.edu/~kjc/
Kevin Jeffay,http://jeffay.web.unc.edu/
Kevin K. Y. Kuan , http://sydney.edu.au/engineering/people/kevin.kuan.php
Kevin Knight,http://www.isi.edu/~knight/
Kevin Leyton-Brown,http://www.cs.ubc.ca/~kevinlb/
Kevin Liu,http://www.cse.msu.edu/~kjl/
Kevin R. B. Butler,http://www.kevinbutler.org/
Kevin Skadron,http://www.cs.virginia.edu/skadron/
Kevin Sullivan,https://www.cs.virginia.edu/people/faculty/sullivan.html
Kevin Tomsovic,http://www.google.com/search?q=Kevin%20Tomsovic%20University%20of%20Tennessee&btnI
Kevin W. Bowyer,http://www3.nd.edu/~kwb/
Kevin W. Hamlen,http://www.utdallas.edu/~hamlen/
Khai N. Truong,http://www.cs.toronto.edu/~khai/
Khaled Harfoush,http://www4.ncsu.edu/~kaharfou/
Khaled Rasheed,http://cobweb.cs.uga.edu/~khaled/
Kien A. Hua,http://dsg.eecs.ucf.edu/Faculty.aspx
Kihong Park,https://www.cs.purdue.edu/homes/park/
Kilian Q. Weinberger,http://www.cs.cornell.edu/~kilian/
Kim Marriott , http://www.csse.monash.edu.au/~marriott/
Kim Steenstrup Pedersen,http://image.diku.dk/kimstp/
Kin K. Leung,http://www.commsp.ee.ic.ac.uk/~kkleung/
Kiriakos N. Kutulakos,http://www.cs.toronto.edu/~kyros/
Kirk Pruhs,https://people.cs.pitt.edu/~kirk/
Kirk W. Cameron,https://people.cs.vt.edu/~cameron/
Kiron K. Skinner,https://en.wikipedia.org/wiki/Kiron_Skinner
Kirsten Cater,http://www.google.com/search?q=Kirsten%20Cater%20University%20of%20Bristol&btnI
Kirsten Ellis , http://monash.edu/research/explore/en/persons/kirsten-ellis(4f7896ec-09d2-40a7-ac03-e129e2d4523a).html
Kirsten F. Cater,http://www.google.com/search?q=Kirsten%20F.%20Cater%20University%20of%20Bristol&btnI
Klara Nahrstedt,https://cs.illinois.edu/directory/profile/klara
Klaus Kabitzsch,http://www.google.com/search?q=Klaus%20Kabitzsch%20TU%20Dresden&btnI
Klaus Marius Hansen,http://www.google.com/search?q=Klaus%20Marius%20Hansen%20DIKU&btnI
Klaus Meißner,https://mmt.inf.tu-dresden.de/Team/mitarbeiter.xhtml?id=66
Klaus Mueller,http://www3.cs.stonybrook.edu/~mueller/
Klaus Weber , https://cecs.anu.edu.au/people/klaus-weber
Klaus Wehrle,https://www.comsys.rwth-aachen.de/team/klaus/
Knud Henriksen,http://diku.dk/english/staff/?pure=en%2Fpersons%2Fknud-henriksen(3aa8e9bd-9fc3-4f59-a679-3211d362871a).html
Ko Nishino,https://www.cs.drexel.edu/~kon/
Kobus Barnard,http://kobus.ca/
Konrad Iwanicki,http://www.mimuw.edu.pl/~iwanicki/
Konstantinos Daniilidis,http://www.cis.upenn.edu/~kostas/
Konstantinos Daskalakis,http://people.csail.mit.edu/costis/
Konstantinos P. Michmizos,http://combra.cs.rutgers.edu/
Kostas Daniilidis,http://www.cis.upenn.edu/~kostas/
Kostas E. Bekris,http://www.pracsyslab.org/bekris
Kostis P. Michmizos,http://combra.cs.rutgers.edu/
Kotagiri Ramamohanarao , http://www.cis.unimelb.edu.au/people/staff.php?person_ID=16028
Kourosh Neshatian , http://www.cosc.canterbury.ac.nz/kourosh.neshatian/
Kousha Etessami,http://homepages.inf.ed.ac.uk/kousha/
Koushik Sen,http://www.eecs.berkeley.edu/Faculty/Homepages/ksen.html
Kris Bubendorfer , http://ecs.victoria.ac.nz/Main/KrisBubendorfer
Krishna Kumar Venkatasubramanian,http://www.wpi.edu/academics/facultydir/kkv.html
Krishna V. Palem,http://www.cs.rice.edu/~kvp1/
Krishnamoorthy Sivakumar,http://school.eecs.wsu.edu/faculty/siva
Kristen Grauman,https://www.cs.utexas.edu/~grauman/
Kristian J. Hammond,http://www.mccormick.northwestern.edu/research-faculty/directory/profiles/hammond-kristian.html
Kristoffer Arnsfelt Hansen,http://www.cs.au.dk/~arnsfelt/
Kristy Elizabeth Boyer,https://www.csc.ncsu.edu/people/keboyer
Krste Asanovic,https://www.eecs.berkeley.edu/~krste
Krys J. Kochut,http://cobweb.cs.uga.edu/~kochut/
Krys Kochut,http://cobweb.cs.uga.edu/~kochut/
Krysia Broda,http://wp.doc.ic.ac.uk/kb/
Krzysztof Diks,https://www.researchgate.net/profile/Krzysztof_Diks
Krzysztof Gajos,http://www.eecs.harvard.edu/~kgajos/
Krzysztof Pawlikowski , http://www.cosc.canterbury.ac.nz/krys.pawlikowski/
Krzysztof R. Apt,http://www.bokus.com/bok/9780521866286/constraint-logic-programming-using-eclipse/
Krzysztof Rzadca,http://www.mimuw.edu.pl/~krzadca/
Krzysztof Stencel,https://www.researchgate.net/profile/Krzysztof_Stencel2
Krzysztof Z. Gajos,http://www.eecs.harvard.edu/~kgajos/
Kudakwashe Dube , http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=844040
Kui Ren,http://www.buffalo.edu/~kuiren/
Kun Cai , https://researchers.anu.edu.au/researchers/cai-k
Kun Sun,http://www.google.com/search?q=Kun%20Sun%20College%20of%20William%20and%20Mary&btnI
Kunal Agrawal,http://www.cse.wustl.edu/~kunal/
Kunde Ramamoorthy Govindarajan,https://www.linkedin.com/in/govindarajan-kunde-ramamoorthy-a2a17117
Kunle Olukotun,http://arsenalfc.stanford.edu/kunle
Kurt Jensen,http://pure.au.dk/portal/en/persons/kurt-jensen(40695a62-b356-4d94-b437-4db0be203bdc).html
Kurt Rohloff,https://web.njit.edu/~rohloff/
Kurt VanLehn,http://www.public.asu.edu/~kvanlehn/
Kwan-Liu Ma,http://www.cs.ucdavis.edu/~ma/
Kyla A. McMullen,https://www.cise.ufl.edu/people/faculty/kyla
Kyle Jamieson,https://www.cs.princeton.edu/~kylej/
Kylie Catchpole , https://researchers.anu.edu.au/researchers/catchpole-kr
Kyros Kutulakos,http://www.cs.toronto.edu/~kyros/
Kyu Hyung Lee,http://cobweb.cs.uga.edu/~kyuhlee/
L. Darrell Whitley,http://www.cs.colostate.edu/~whitley/
L. Jean Camp,https://www.soic.indiana.edu/all-people/profile.html?profile_id=178
L. Ridgway Scott,http://people.cs.uchicago.edu/~ridg/
Laci Babai,http://people.cs.uchicago.edu/~laci/
Ladislav Kavan,https://www.cs.utah.edu/~ladislav/
Laks V. S. Lakshmanan,https://www.cs.ubc.ca/~laks/
Lakshmi Subramanian,https://cs.nyu.edu/~lakshmi/Lakshmi/Home.html
Lakshminarayanan Subramanian,https://cs.nyu.edu/~lakshmi/Lakshmi/Home.html
Lakshmish Ramaswamy,http://cobweb.cs.uga.edu/~laks/
Lance Fortnow,http://www.cc.gatech.edu/people/lance-fortnow
Lance R. Williams,https://www.cs.unm.edu/~williams/
Lance Williams,https://www.cs.unm.edu/~williams/
Landon P. Cox,https://users.cs.duke.edu/~lpcox/
Lane A. Hemachandra,http://www.cs.rochester.edu/~lane/
Lane A. Hemaspaandra,http://www.cs.rochester.edu/~lane/
Lane Harrison,http://web.cs.wpi.edu/~ltharrison/
Lane T. Harrison,http://www.wpi.edu/academics/facultydir/lth.html
Lap Chi Lau,https://cs.uwaterloo.ca/~lapchi/
Larissa Meinicke , http://researchers.uq.edu.au/researcher/644
Larry A. Finkelstein,https://www.ccis.northeastern.edu/people/larry-finkelstein/
Larry Birnbaum,http://www.mccormick.northwestern.edu/research-faculty/directory/profiles/birnbaum-larry.html
Larry Carter,https://cseweb.ucsd.edu/~carter/
Larry Cheng,http://eecs.oregonstate.edu/people/cheng-larry
Larry F. Hodges,http://people.clemson.edu/~lfh/
Larry Hill,https://www.rit.edu/gccis/larry-hill
Larry Holder,http://www.eecs.wsu.edu/~holder/
Larry Kerschberg,http://mason.gmu.edu/~kersch/
Larry L. Peterson,https://www.cs.arizona.edu/~llp/
Larry S. Davis,http://www.umiacs.umd.edu/~lsd/
Larry Smarr,http://lsmarr.calit2.net/
Larry Stillman , http://monash.edu/research/explore/en/persons/larry-stillman(0e852ee0-bced-4b17-ba84-8b5defb30293).html
Lars Arge,http://cs.au.dk/~large/
Lars Birkedal,http://cs.au.dk/~birke/
Lars Kulik , http://www.findanexpert.unimelb.edu.au/display/person97563
Latifur Khan,https://www.utdallas.edu/~lkhan/
Latifur R. Khan,https://www.utdallas.edu/~lkhan/
Lauge Sørensen,http://image.diku.dk/lauges/
Laura A. Dabbish,http://www.lauradabbish.com/
Laura Bocchi,https://www.cs.kent.ac.uk/people/staff/lb514/
Laura Dabbish,http://www.lauradabbish.com/
Laura K. Dillon,http://www.cse.msu.edu/~ldillon/
Laure Daviaud,https://perso.ens-lyon.fr/laure.daviaud/
Laure Gonnord,http://laure.gonnord.org/pro/
Laurel Riek,http://www3.nd.edu/~lriek/
Lauren Wilcox,http://laurenwilcox.net/
Laurent D. Michel,http://www.engr.uconn.edu/~ldm/
Laurent Doyen 0001,http://www.lsv.ens-cachan.fr/~doyen/publications.html
Laurent Fribourg,http://www.lsv.ens-cachan.fr/~fribourg/
Laurent Itti,http://ilab.usc.edu/itti/
Laurent Kneip , https://cecs.anu.edu.au/people/laurent-kneip
Laurent Lefèvre,http://perso.ens-lyon.fr/laurent.lefevre/
Laurent Michel,http://www.engr.uconn.edu/~ldm/
Laurent Thévenoux,http://www.ens-lyon.fr/annuaire/m-laurent-thevenoux--261284.kjsp?RH=ENS-LYON
Laurie A. Williams,http://collaboration.csc.ncsu.edu/laurie/
Laurie J. Hendren,http://www.sable.mcgill.ca/~hendren/
Laurie Williams,http://collaboration.csc.ncsu.edu/laurie/
Lawrence Birnbaum,http://www.mccormick.northwestern.edu/research-faculty/directory/profiles/birnbaum-larry.html
Lawrence C. Paulson,http://www.cl.cam.ac.uk/~lp15/
Lawrence Chung,http://www.utdallas.edu/~chung/
Lawrence J. Henschen,http://www.mccormick.northwestern.edu/research-faculty/directory/profiles/henschen-larry.html
Lawrence K. Saul,http://cseweb.ucsd.edu/~saul/
Lawrence Rauchwerger,https://parasol.tamu.edu/~rwerger/
Laxmi N. Bhuyan,http://www.cs.ucr.edu/~bhuyan/
Laxmi Narayan Bhuyan,http://www.cs.ucr.edu/~bhuyan/
Laxmikant V. Kalé,http://charm.cs.uiuc.edu/~kale/
Layne T. Watson,http://people.cs.vt.edu/~ltw/shortvita.html
Le Song,http://www.cc.gatech.edu/~lsong/
Leana Golubchik,http://bourbon.usc.edu/leana/
Lech Szymanski , http://www.cs.otago.ac.nz/staff/Lech_Szymanski
Lee A. Hollaar,http://www.cs.utah.edu/~hollaar/
Lee D. Coraor,http://www.google.com/search?q=Lee%20D.%20Coraor%20Pennsylvania%20State%20University&btnI
Lee John Eccleston,http://www.google.com/search?q=Lee%20John%20Eccleston%20University%20of%20Edinburgh&btnI
Leen-Kiat Soh,http://cse.unl.edu/~lksoh/
Leendert W. N. van der Torre,https://en.wikipedia.org/wiki/Leon_van_der_Torre
Lei Xie,http://compsci.hunter.cuny.edu/~leixie/
Leif Kobbelt,https://www.graphics.rwth-aachen.de/
Leilah Lyons,https://www.cs.uic.edu/~llyons
Lena Mashayekhy,https://www.eecis.udel.edu/lena/
Lenhart K. Schubert,https://www.cs.rochester.edu/~schubert/
Lenore Blum,http://www.cs.cmu.edu/~lblum/
Lenore Cowen,http://www.cs.tufts.edu/~cowen/
Lenore D. Zuck,https://www.cs.uic.edu/~lenore/
Lenore J. Cowen,http://www.cs.tufts.edu/~cowen/
Lenwood S. Heath,http://www.cs.vt.edu/~heath
Leo Bachmair,http://www3.cs.stonybrook.edu/~leo/
Leo Joskowicz,http://www.cs.huji.ac.il/~josko/
Leo Mark,https://pe.gatech.edu/executive-leadership-team/leo-mark-phd
Leon J. Osterweil,http://laser.cs.umass.edu/people/ljo.html
Leon M. Tolbert,http://www.google.com/search?q=Leon%20M.%20Tolbert%20University%20of%20Tennessee&btnI
Leon Reznik,https://www.cs.rit.edu/~lr/
Leon van der Torre,http://icr.uni.lu/leonvandertorre/
Leonard J. Schulman,http://www.cs.caltech.edu/~schulman/
Leonard M. Adleman,https://www.usc.edu/dept/molecular-science/fm-adleman.htm
Leonard Manzara,http://contacts.ucalgary.ca/info/cpsc/profiles/102-3503
Leonard Max Adleman,https://www.usc.edu/dept/molecular-science/fm-adleman.htm
Leonard McMillan,http://www.cs.unc.edu/~mcmillan/
Leonard Pitt,https://cs.illinois.edu/directory/profile/pitt
Leonid A. Levin,http://www.cs.bu.edu/~lnd/
Leonid Gurvits,https://www.ccny.cuny.edu/profiles/leonid-gurvits
Leonid Libkin,http://homepages.inf.ed.ac.uk/libkin/
Leonid Reyzin,https://www.cs.bu.edu/~reyzin/
Leonidas J. Guibas,http://geometry.stanford.edu/member/guibas/
Leslie A. Henderson,https://www.brookes.ac.uk/about-brookes/faculties-and-departments/faculty-of-technology-design-and-environment/faculty-staff/
Leslie Ann Goldberg,https://www.cs.ox.ac.uk/people/leslieann.goldberg/
Leslie G. Valiant,http://people.seas.harvard.edu/~valiant/
Leslie Pack Kaelbling,http://people.csail.mit.edu/lpk/
Lev Manovich,http://www.google.com/search?q=Lev%20Manovich%20CUNY&btnI
Levent Yilmaz,http://www.eng.auburn.edu/~yilmaz/
Lewis D. Griffin,http://www0.cs.ucl.ac.uk/people/L.Griffin.html
Lexing Xie,https://cs.anu.edu.au/people/lexing-xie
Leysia Palen,http://cmci.colorado.edu/~palen/
Li Fei-Fei,http://vision.stanford.edu/
Li Liao,https://www.eecis.udel.edu/~lliao/
Li Xiao,http://www.cse.msu.edu/~lxiao/
Li-Shiuan Peh,http://people.csail.mit.edu/peh/
Li-Yan Yuan,https://webdocs.cs.ualberta.ca/~yuan/
Liang Huang,http://eecs.oregonstate.edu/~huanlian
Licia Capra,http://www0.cs.ucl.ac.uk/staff/l.capra/
Lijun Chang , http://www.google.com/search?q=Lijun%20Chang%20UNSW&btnI
Lijun Chen,http://spot.colorado.edu/~lich1539/
Lila Kari,https://cs.uwaterloo.ca/about/people/lila
Lila Santean,https://cs.uwaterloo.ca/about/people/lila
Lili Qiu,https://www.cs.utexas.edu/~lili/
Lillian Lee,http://www.cs.cornell.edu/home/llee/
Liming Cai,http://cobweb.cs.uga.edu/~cai/
Lina Yao , http://www.linayao.com/
Linda G. Shapiro,http://cs.washington.edu/homes/shapiro
Linda Jean Camp,https://www.soic.indiana.edu/all-people/profile.html?profile_id=178
Linda Petzold,https://cse.cs.ucsb.edu/
Linda R. Petzold,https://cse.cs.ucsb.edu/
Linda Weiser Friedman,http://zicklin.baruch.cuny.edu/faculty/cis/profiles/friedman.html
Lindsay Groves , http://ecs.victoria.ac.nz/Main/LindsayGroves
Ling Liu,http://www.cc.gatech.edu/home/lingliu/
Lingjia Liu,http://people.eecs.ku.edu/~lingjialiu/doku.php?id=start
Lingjia Tang,https://www.eecs.umich.edu/eecs/etc/fac/EECSfaculty.html?uniqname=lingjia
Lingkan Gong , http://www.google.com/search?q=Lingkan%20Gong%20UNSW&btnI
Lingming Zhang,http://www.utdallas.edu/~lxz144130/
Linh Anh Nguyen,http://www.mimuw.edu.pl/~nguyen/
Lionel C. Briand,http://wwwen.uni.lu/snt/people/lionel_briand
Lionel Morel,http://www.ens-lyon.fr/annuaire/m-lionel-morel--284919.kjsp?RH=ENS-LYON-FR-CHERCHEU
Lionel Robert Morel,https://en.wikipedia.org/wiki/%C3%89cole_normale_sup%C3%A9rieure_de_Lyon
Lior Pachter,https://math.berkeley.edu/~lpachter/
Lior Wolf,http://www.cs.tau.ac.il/~wolf/
Liqiang Wang,http://www.cs.ucf.edu/~lwang/
Liqing Zhang,http://people.cs.vt.edu/~lqzhang/
Liqiong Tang , http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=715330
Lirong Xia,http://www.cs.rpi.edu/~xial/
Lisa Anthony,https://lisa-anthony.com/
Lisa Fleischer,http://www.cs.dartmouth.edu/~lkf/papers.html
Lisa Singh,http://people.cs.georgetown.edu/~singh/
Lise Getoor,https://www.soe.ucsc.edu/people/getoor
Lisong Xu,http://cse.unl.edu/~xu/
Liuba Shrira,http://www.cs.brandeis.edu/~liuba/
Liviu Iftode,https://www.cs.rutgers.edu/~iftode/
Lixia Zhang,http://www.cs.ucla.edu/~lixia/
Liz Sonenberg , http://people.eng.unimelb.edu.au/lizs/
Lizhong Chen,http://web.engr.oregonstate.edu/~chenliz/
Llorenç Cerdà,https://www.researchgate.net/profile/Llorenc_Cerda-Alabern
Llorenç Cerdà-Alabern,https://www.researchgate.net/profile/Llorenc_Cerda-Alabern
Lloyd W. Massengill,http://engineering.vanderbilt.edu/bio/lloyd-massengill
Lois Wright Hawkes,http://www.cs.fsu.edu/~hawkes/
Long Lu,http://www.longlu.org/
Lora Aroyo,http://www.cs.vu.nl/~laroyo/
Lora Oehlberg,http://cpsc.ucalgary.ca/~lora.oehlberg
Loren G. Terveen,http://www-users.cs.umn.edu/~terveen/
Lorenzo Alvisi,http://www.cs.utexas.edu/~lorenzo/
Lorenzo Clemente,https://www.researchgate.net/profile/Lorenzo_Clemente
Lorenzo Torresani,http://www.cs.dartmouth.edu/~lorenzo/home.html
Lori A. Clarke,http://laser.cs.umass.edu/people/clarke.html
Lori L. Pollock,https://www.eecis.udel.edu/~pollock/
Lorie Loeb,http://web.cs.dartmouth.edu/people/lorie-loeb
Loris D'Antoni,http://pages.cs.wisc.edu/~loris/
Loris Marchal,http://graal.ens-lyon.fr/~lmarchal/
Lorna K. Stewart,http://webdocs.cs.ualberta.ca/~stewart/
Lorna MacDonald , http://researchers.uq.edu.au/researcher/1071
Lorna Stewart,http://webdocs.cs.ualberta.ca/~stewart/
Lorrie Faith Cranor,http://lorrie.cranor.org/
Lotus Goldberg,http://www.brandeis.edu/facultyguide/person.html?emplid=19717dba85e7e7d919456954c1c56642a52e0740
Louis D'Alotto,https://www.york.cuny.edu/portal_college/ldaotto
Louis I. Steinberg,https://www.cs.rutgers.edu/~lou/
Louis Petingi,http://www.google.com/search?q=Louis%20Petingi%20CUNY&btnI
Louis-Philippe Morency,https://www.cs.cmu.edu/~morency/
Lourdes Agapito,http://www0.cs.ucl.ac.uk/people/L.Agapito.html
Lourdes de Agapito,http://www0.cs.ucl.ac.uk/people/L.Agapito.html
Lu Su,http://www.cse.buffalo.edu/people/?u=lusu
Lu Wang,http://www.ccs.neu.edu/home/luwang/
Luay Nakhleh,https://www.cs.rice.edu/~nakhleh/
Lubomir Bic,http://www.ics.uci.edu/~bic/
Lubomir F. Bic,http://www.ics.uci.edu/~bic/
Luc Devroye,http://luc.devroye.org/
Luc Segoufin,http://www.lsv.ens-cachan.fr/~segoufin/Papers/
Luca Cardelli,http://lucacardelli.name/indexme.html
Luca Daniel,http://www.mit.edu/~dluca/
Luca P. Carloni,http://www.cs.columbia.edu/~luca/
Luca Trevisan,http://www.eecs.berkeley.edu/~luca
Luca de Alfaro,https://users.soe.ucsc.edu/~luca/
Luciano García-Bañuelos , https://scholar.google.com/citations?user=ly9UiYMAAAAJ
Lui Sha,https://cs.illinois.edu/directory/profile/lrs
Luis Ceze,https://www.cs.washington.edu/people/faculty/luisceze
Luis Gravano,http://www.cs.columbia.edu/~gravano/
Luis Rademacher,https://www.math.ucdavis.edu/~lrademac/
Luis Velasco,https://www.researchgate.net/profile/Luis_Velasco_Esteban/info
Lujo Bauer,http://www.ece.cmu.edu/~lbauer/
Lukasz Kowalik,http://www.mimuw.edu.pl/~kowalik
Lukasz Ziarek,http://www.cse.buffalo.edu/people/?u=lziarek
Luke Huan,https://www.ittc.ku.edu/~jhuan/
Luke N. Olson,http://lukeo.cs.illinois.edu/
Luke Olson,http://lukeo.cs.illinois.edu/
Luke Ong,https://www.cs.ox.ac.uk/luke.ong/
Luke S. Zettlemoyer,https://www.cs.washington.edu/people/faculty/lsz
Luke Zettlemoyer,https://www.cs.washington.edu/people/faculty/lsz
Luo Si,https://www.cs.purdue.edu/homes/lsi/
Luqi,http://faculty.nps.edu/luqi/
Lydia E. Kavraki,https://www.cs.rice.edu/~kavraki/
Lydia Tapia,http://www.cs.unm.edu/~tapia/
Lyle H. Ungar,http://www.cis.upenn.edu/~ungar/
Lyndon While , http://uwa.edu.au/people/lyndon.while
Lynette Johns-Boast , http://www.google.com/search?q=Lynette%20Johns-Boast%20Australian%20National%20University&btnI
Lynne E. Parker,http://web.eecs.utk.edu/~leparker/
Lynne Parker,http://web.eecs.utk.edu/~leparker/
László Babai,http://people.cs.uchicago.edu/~laci/
M. Angela Sasse,http://sec.cs.ucl.ac.uk/people/m_angela_sasse/
M. Brian Blake,http://drexel.edu/cci/contact/Faculty/Blake-MBrian/
M. D. Atkinson , http://www.cs.otago.ac.nz/staffpriv/mike/HomePages/newhome.html
M. Frans Kaashoek,https://pdos.csail.mit.edu/archive/kaashoek/
M. Gopi,http://www.ics.uci.edu/~gopi/
M. Kemal Sönmez,http://www.google.com/search?q=M.%20Kemal%20S%C3%B6nmez%20OHSU&btnI
M. Satyanarayanan,https://www.cs.cmu.edu/~satya/
M. Sheelagh T. Carpendale,http://www.cpsc.ucalgary.ca/~sheelagh
M. Tamer Özsu,https://cs.uwaterloo.ca/~tozsu/
M. V. N. Ashwin Kumar,https://users.cs.duke.edu/~ashwin/
M. Ümit Uyar,http://www.google.com/search?q=M.%20%C3%9Cmit%20Uyar%20CUNY&btnI
Maarten de Rijke,https://staff.fnwi.uva.nl/m.derijke/
Maarten van Steen,http://www.distributed-systems.net/
Maaz Bin Ahmad,http://homes.cs.washington.edu/~maazsaf/
Maaz Bin Ahmed,https://uwaterloo.ca/electrical-computer-engineering/people-profiles/hamed-majedi
Madhav Marathe,https://www.bi.vt.edu/faculty/Madhav-Marathe
Madhav V. Marathe,https://www.bi.vt.edu/faculty/Madhav-Marathe
Madhu Sudan,https://www.seas.harvard.edu/directory/madhusudan
Madhur Tulsiani,http://ttic.uchicago.edu/~madhurt/
Mads Nielsen,http://diku.dk/Ansatte/?pure=da/persons/137906
Magda El Zarki,http://www.ics.uci.edu/~magda/
Magdalena Balazinska,http://www.cs.washington.edu/people/faculty/magda
Magy Seif El-Nasr,http://www.northeastern.edu/camd/gamedesign/people/magy-seif-el-nasr/
Mahadev Satyanarayanan,https://www.cs.cmu.edu/~satya/
Mahbub Hassan , http://www.cse.unsw.edu.au/~mahbub/
Mahbubur M. Rahim , http://monash.edu/research/explore/en/persons/mahbubur-rahim(ba043f91-4998-405d-9242-f7b74b556f22).html
Mahbubur Rahim , http://monash.edu/research/explore/en/persons/mahbubur-rahim(ba043f91-4998-405d-9242-f7b74b556f22).html
Mahdi Cheraghchi Bashi Astaneh,http://mahdi.cheraghchi.info/
Mahe Velauthapillai,http://people.cs.georgetown.edu/~mahe/
Mahendran Velauthapillai,http://people.cs.georgetown.edu/~mahe/
Mahesh Balakrishnan,http://www.cs.yale.edu/~mahesh
Mahesh K. Marina,http://homepages.inf.ed.ac.uk/mmarina/
Mahesh Venkataraman , https://cecs.anu.edu.au/people/mahesh-venkataraman
Mahesh Viswanathan 0001,http://vmahesh.cs.illinois.edu/
Mahmut T. Kandemir,http://www.cse.psu.edu/~mtk2/
Mahmut Taylan Kandemir,http://www.cse.psu.edu/~mtk2/
Mahsa Mirzargar,http://www.as.miami.edu/csc/people/faculty/dr-mahsa-mirzargar/
Maithilee Kunda,http://engineering.vanderbilt.edu/bio/maithilee-kunda-
Maja J. Mataric,http://www-robotics.usc.edu/~maja/
Maja Pantic,http://www.ibug.doc.ic.ac.uk/maja/
Majid Ghaderi,http://www.ucalgary.ca/~mghaderi
Majid Mirmehdi,http://www.cs.bris.ac.uk/~majid/
Majid Sarrafzadeh,http://www.cs.ucla.edu/~majid/
Malathi Veeraraghavan,http://www.virginia.edu/ece/faculty/veeraraghavan.html
Malcolm D. Atkinson,https://en.wikipedia.org/wiki/Malcolm_Atkinson
Malcolm P. Atkinson,https://en.wikipedia.org/wiki/Malcolm_Atkinson
Malik Magdon-Ismail,http://www.cs.rpi.edu/~magdon/
Man Kong,http://www.google.com/search?q=Man%20Kong%20University%20of%20Kansas&btnI
Man-Tak Shing,http://faculty.nps.edu/shing/
Maneesh Agrawala,http://graphics.stanford.edu/~maneesh/
Manel Guerrero Zapata,http://www.google.com/search?q=Manel%20Guerrero%20Zapata%20Polytechnic%20University%20of%20Catalonia&btnI
Manel Medina,https://www.researchgate.net/profile/Manel_Medina
Manfred K. Warmuth,https://users.soe.ucsc.edu/~manfred/
Manfred Nagl,http://www.se-rwth.de/~nagl/
Manish Parashar,http://parashar.rutgers.edu/
Manoj M. Prabhakaran,http://mmp.cs.illinois.edu/
Manoj Prabhakaran,http://mmp.cs.illinois.edu/
Manolis Kellis,http://mit.edu/manoli/
Manuel A. Pérez-Quiñones,http://perez.cs.vt.edu/
Manuel Alejandro Pajuelo Gonzalez,https://www.bsc.es/cv-mateo/8-theses
Manuel Blum,https://www.cs.cmu.edu/~mblum/
Manuel Chakravarty , http://www.cse.unsw.edu.au/~chak/
Manuel E. Bermudez,http://www.cise.ufl.edu/~manuel/
Manuel Medina,http://engineering.academickeys.com/browse_whoswho_by_institution/Polytechnic_University_of_Catalonia?sort=institution&start=209
Manuela M. Veloso,https://www.cs.cmu.edu/~mmv/
Marc Fischlin,http://www.cryptoplexity.informatik.tu-darmstadt.de/members/marcfischlin/marcfischlin.en.jsp
Marc González Tallada,http://www.google.com/search?q=Marc%20Gonz%C3%A1lez%20Tallada%20Polytechnic%20University%20of%20Catalonia&btnI
Marc González,https://www.researchgate.net/profile/Juan_Costa
Marc Lelarge,http://www.di.ens.fr/~lelarge/
Marc Levoy,http://graphics.stanford.edu/~levoy/
Marc Niethammer,http://wwwx.cs.unc.edu/~mn/?q=content/overview
Marc Peter Deisenroth,http://wp.doc.ic.ac.uk/sml/person/marc-deisenroth/
Marc Pollefeys,https://www.inf.ethz.ch/personal/marc.pollefeys/
Marc Pouzet,https://www.di.ens.fr/~pouzet/
Marc Snir,http://snir.cs.illinois.edu/
Marcel Prastawa,https://faculty.utah.edu/bytes/curriculumVitae.hml?id=u0583648
Marcel Salathé,http://salathelab.epfl.ch/
Marcelo P. Fiore,http://www.cl.cam.ac.uk/~mpf23/
Marcin Dziubinski,http://www.mimuw.edu.pl/~amosild/
Marcin Jakub Kaminski,http://rutcor.rutgers.edu/~mkaminski/
Marcin Kaminski,http://rutcor.rutgers.edu/~mkaminski/
Marcin Mucha,https://www.researchgate.net/profile/Marcin_Mucha
Marcin Peczarski,http://www.mimuw.edu.pl/~marpe
Marcin Pilipczuk,http://www.mimuw.edu.pl/~malcin/
Marco Caccamo,http://pertsserver.cs.uiuc.edu/~mcaccamo/
Marco Ernst , https://cecs.anu.edu.au/people/marco-ernst
Marco Gaboardi,http://www.buffalo.edu/~gaboardi/
Marco Levorato,http://www.ics.uci.edu/~mlevorat/
Marco Servetto , https://ecs.victoria.ac.nz/Main/MarcoServetto
Marcus A. Maloof,http://people.cs.georgetown.edu/~maloof/
Marcus Frean , http://ecs.victoria.ac.nz/Main/MarcusFrean
Marcus Gallagher , http://staff.itee.uq.edu.au/marcusg/
Marcus Hutter,https://cs.anu.edu.au/people/marcus-hutter
Marcus R. Frean , http://ecs.victoria.ac.nz/Main/MarcusFrean
Marcus R. Gallagher , http://staff.itee.uq.edu.au/marcusg/
Marek Chrobak,http://www.cs.ucr.edu/~marek/
Marek Cygan,http://www.mimuw.edu.pl/~cygan/
Marek Grzes,https://www.cs.kent.ac.uk/people/staff/mg483/
Marek J. Sergot,https://www.doc.ic.ac.uk/~mjs/
Margaret Cunningham,http://www.google.com/search?q=Margaret%20Cunningham%20Imperial%20College%20London&btnI
