name,color
Martin Tompa,#d3d3d3
Walter L. Ruzzo,#ffc0cb
Dan Grossman,#00bfff
Magdalena Balazinska,#00bfff
Luis Ceze,#00bfff
Michael D. Ernst,#00bfff
Franziska Roesner,#00bfff
Emina Torlak,#00bfff
Zachary Tatlock,#00bfff
Xi Wang,#00bfff
Mark Oskin,#00bfff
Shayan Oveis Gharan,#ffff00
James R. Lee,#ffff00
Joshua R. Smith,#ffc0cb
Rajesh P. N. Rao,#ffc0cb
Shyamnath Gollakota,#00bfff
Dieter Fox,#ffc0cb
Tadayoshi Kohno,#00bfff
Ira Kemelmacher-Shlizerman,#32CD32
Steven M. Seitz,#32CD32
Linda G. Shapiro,#32CD32
Rastislav Bodík,#00bfff
Zoran Popovic,#ffc0cb
Arvind Krishnamurthy,#00bfff
Luke S. Zettlemoyer,#32CD32
Daniel S. Weld,#32CD32
Ali Farhadi,#32CD32
Yejin Choi,#32CD32
Alvin Cheung,#00bfff
Maya Cakmak,#ffc0cb
Alin Deutsch,#00bfff
James Fogarty,#ffc0cb
Henry M. Levy,#00bfff
Georg Seelig,#00bfff
Thomas E. Anderson,#00bfff
John Zahorjan,#00bfff
Brian Curless,#32CD32
Shwetak N. Patel,#ffc0cb
Alan Borning,#ffc0cb
Edward D. Lazowska,#32CD32
Carlos Guestrin,#32CD32
Emanuel Todorov,#ffc0cb
Richard E. Ladner,#ffc0cb
Noah A. Smith,#32CD32
Su-In Lee,#32CD32
Steven L. Tanimoto,#d3d3d3
Paul Beame,#ffff00
