name,abbrv,color,coauthored
Anupama Krishnan,A. Krishnan,#d3d3d3,0
Simon Laing,S. Laing,#d3d3d3,1
David Nichols,D. Nichols,#d3d3d3,1
Sally Cunningham,S. Cunningham,#d3d3d3,1
Judy Bowen,J. Bowen,#d3d3d3,1
Annika Hinze,A. Hinze,#d3d3d3,1
David Bainbridge,D. Bainbridge,#d3d3d3,1
Ian Witten,I. Witten,#32CD32,1
Shaoqun Wu,S. Wu,#d3d3d3,1
Mark Apperley,M. Apperley,#d3d3d3,1
Nicholas Vanderschantz,N. Vanderschantz,#d3d3d3,1
Claire Timpany,C. Timpany,#d3d3d3,1
Robi Malik,R. Malik,#d3d3d3,1
Steve Reeves,S. Reeves,#d3d3d3,1
Bill Rogers,B. Rogers,#d3d3d3,1
Masood Masoodian,M. Masoodian,#d3d3d3,1
Bernhard Pfahringer,B. Pfahringer,#32CD32,1
Eibe Frank,E. Frank,#32CD32,1
Michael Mayo,M. Mayo,#d3d3d3,1
Tony Smith,T. Smith,#d3d3d3,1
Mark Utting,M. Utting,#d3d3d3,1
Richard Nelson,R. Nelson,#00bfff,1
Ryan Ko,R. Ko,#d3d3d3,1
Simon Laing,S. Laing,#d3d3d3,1
Vimal Kumar,V. Kumar,#d3d3d3,0
Matthew Luckie,M. Luckie,#00bfff,0
Tony McGregor,T. McGregor,#d3d3d3,0
