name,abbrv,color,coauthored
Eva Darulova,E. Darulova,#00bfff,1
Rupak Majumdar,R. Majumdar,#ffff00,1
Christian Theobalt,C. Theobalt,#ffc0cb,1
Hans-Peter Seidel,H. Seidel,#ffc0cb,1
Bernt Schiele,B. Schiele,#32CD32,1
Viktor Vafeiadis,V. Vafeiadis,#00bfff,1
Derek Dreyer,D. Dreyer,#00bfff,1
Thomas Lengauer,T. Lengauer,#ffc0cb,0
Deepak Garg,D. Garg,#00bfff,1
Peter Druschel,P. Druschel,#00bfff,1
Gerhard Weikum,G. Weikum,#32CD32,1
Krishna Gummadi,K. Gummadi,#00bfff,1
Joël Ouaknine,J. Ouaknine,#ffff00,0
Manuel Gomez-Rodriguez,M. Gomez-Rodriguez,#32CD32,1
Bernhard Schölkopf,B. Schölkopf,#32CD32,1
Eugene Myers,E. Myers,#ffc0cb,0
Björn Brandenburg,B. Brandenburg,#00bfff,0
Kurt Mehlhorn,K. Mehlhorn,#ffff00,0
Martin Vingron,M. Vingron,#ffc0cb,0
Paul Francis,P. Francis,#00bfff,1
Christoph Weidenbach,C. Weidenbach,#00bfff,0
Michael Black,M. Black,#32CD32,0
