name,abbrv,color,coauthored
Xinfeng Ye,X. Ye,#d3d3d3,1
Bakh Khoussainov,B. Khoussainov,#ffff00,1
Radu Nicolescu,R. Nicolescu,#d3d3d3,1
Georgy Gimel'farb,G. Gimel'farb,#32CD32,1
Patrice Delmas,P. Delmas,#32CD32,1
Michael Dinneen,M. Dinneen,#d3d3d3,1
Bakhadyr Khoussainov,B. Khoussainov,#ffff00,1
Jiamou Liu,J. Liu,#32CD32,1
André Nies,A. Nies,#ffff00,1
Ewan Tempero,E. Tempero,#00bfff,1
Paul Denny,P. Denny,#ffc0cb,1
Andrew Luxton-Reilly,A. Luxton-Reilly,#d3d3d3,1
Robert Amor,R. Amor,#d3d3d3,1
James Warren,J. Warren,#d3d3d3,1
Yu-Cheng Tu,Y. Tu,#d3d3d3,1
Clark Thomborson,C. Thomborson,#d3d3d3,1
Burkhard Wünsche,B. Wünsche,#ffc0cb,1
Paul Ralph,P. Ralph,#00bfff,1
Gerald Weber,G. Weber,#ffc0cb,1
Gillian Dobbie,G. Dobbie,#00bfff,1
Ulrich Speidel,U. Speidel,#d3d3d3,0
Yun Koh,Y. Koh,#d3d3d3,1
Patricia Riddle,P. Riddle,#d3d3d3,1
Sebastian Link,S. Link,#00bfff,1
Matthew Egbert,M. Egbert,#d3d3d3,0
Giovanni Russello,G. Russello,#d3d3d3,1
Muhammad Asghar,M. Asghar,#d3d3d3,1
Gill Dobbie,G. Dobbie,#d3d3d3,1
David Welch,D. Welch,#ffc0cb,1
Alexei Drummond,A. Drummond,#ffc0cb,1
Jing Sun,J. Sun,#00bfff,1
Mark Gahegan,M. Gahegan,#32CD32,1
Ian Warren,I. Warren,#00bfff,1
Robert Sheehan,R. Sheehan,#d3d3d3,1
Beryl Plimmer,B. Plimmer,#ffc0cb,1
Damir Azhar,D. Azhar,#d3d3d3,1
Nevil Brownlee,N. Brownlee,#d3d3d3,1
Aniket Mahanti,A. Mahanti,#32CD32,1
Simone Linz,S. Linz,#d3d3d3,0
Ian Watson,I. Watson,#32CD32,0
Sathiamoorthy Manoharan,S. Manoharan,#d3d3d3,1
Robert Doran,R. Doran,#d3d3d3,0
Cristian Calude,C. Calude,#d3d3d3,1
Mark Wilson,M. Wilson,#32CD32,0
Mike Barley,M. Barley,#32CD32,1
Patricia Riddle,P. Riddle,#d3d3d3,1
