name,color
Huijia Lin,#ffff00
Stefano Tessaro,#ffff00
Amr El Abbadi,#00bfff
Matthew Turk,#32CD32
Tobias Höllerer,#ffc0cb
Giovanni Vigna,#00bfff
Richard A. Kemmerer,#00bfff
Christopher Krügel,#00bfff
Xifeng Yan,#00bfff
Kevin C. Almeroth,#00bfff
Haitao Zheng,#00bfff
Ben Y. Zhao,#00bfff
Tevfik Bultan,#00bfff
Jianwen Su,#00bfff
Ben Hardekopf,#00bfff
Elizabeth M. Belding,#00bfff
Elizabeth M. Belding-Royer,#00bfff
John R. Gilbert,#d3d3d3
Subhash Suri,#00bfff
Divyakant Agrawal,#00bfff
Ömer Egecioglu,#d3d3d3
Linda R. Petzold,#ffc0cb
Ambuj K. Singh,#00bfff
Chandra Krintz,#00bfff
Richard Wolski,#00bfff
Timothy Sherwood,#00bfff
Tao Yang,#32CD32
Yuan-Fang Wang,#32CD32
Peter R. Cappello,#d3d3d3
