name,abbrv,color,coauthored
Gerhard Lakemeyer,G. Lakemeyer,#32CD32,1
Matthias Jarke,M. Jarke,#00bfff,1
Torsten Kuhlen,T. Kuhlen,#ffc0cb,1
Leif Kobbelt,L. Kobbelt,#ffc0cb,1
Jürgen Giesl,J. Giesl,#ffff00,0
Bastian Leibe,B. Leibe,#32CD32,1
Stefan Decker,S. Decker,#32CD32,1
Wolfgang Prinz,W. Prinz,#d3d3d3,1
Matthias Müller,M. Müller,#ffc0cb,1
Jan Bender,J. Bender,#d3d3d3,1
Ulrik Schroeder,U. Schroeder,#ffc0cb,1
Erika Ábrahám,E. Ábrahám,#ffff00,1
Peter Rossmanith,P. Rossmanith,#d3d3d3,0
Martin Grohe,M. Grohe,#ffff00,1
Pascal Schweitzer,P. Schweitzer,#ffff00,1
Erich Grädel,E. Grädel,#ffff00,1
Stefan Kowalewski,S. Kowalewski,#d3d3d3,1
Joost-Pieter Katoen,J. Katoen,#ffff00,1
Wolfgang Thomas,W. Thomas,#d3d3d3,1
Klaus Wehrle,K. Wehrle,#00bfff,1
Bernhard Rumpe,B. Rumpe,#00bfff,1
Thomas Berlage,T. Berlage,#d3d3d3,1
Horst Lichter,H. Lichter,#d3d3d3,1
Thomas Noll,T. Noll,#d3d3d3,1
Otto Spaniol,O. Spaniol,#d3d3d3,1
Manfred Nagl,M. Nagl,#d3d3d3,1
Uwe Naumann,U. Naumann,#d3d3d3,0
Jan Borchers,J. Borchers,#ffc0cb,0
Walter Oberschelp,W. Oberschelp,#d3d3d3,0
Hermann Ney,H. Ney,#32CD32,0
Ulrike Meyer,U. Meyer,#d3d3d3,1
Paolo Bientinesi,P. Bientinesi,#00bfff,0
