name,abbrv,color,coauthored
Sergei Nirenburg,S. Nirenburg,#d3d3d3,0
W. Franklin,W. Franklin,#d3d3d3,1
Barbara Cutler,B. Cutler,#ffc0cb,1
Jeffrey Trinkle,J. Trinkle,#ffc0cb,1
Stacy Patterson,S. Patterson,#ffc0cb,1
Malik Magdon-Ismail,M. Magdon-Ismail,#32CD32,1
Mark Goldberg,M. Goldberg,#d3d3d3,1
Boleslaw Szymanski,B. Szymanski,#00bfff,1
Carlos Varela,C. Varela,#d3d3d3,1
Sibel Adali,S. Adali,#32CD32,1
Lirong Xia,L. Xia,#32CD32,1
Elliot Anshelevich,E. Anshelevich,#32CD32,1
Heng Ji,H. Ji,#32CD32,1
Wayne Gray,W. Gray,#ffc0cb,0
Mukkai Krishnamoorthy,M. Krishnamoorthy,#d3d3d3,1
Christopher Carothers,C. Carothers,#d3d3d3,1
Selmer Bringsjord,S. Bringsjord,#32CD32,1
James Hendler,J. Hendler,#32CD32,1
Charles Stewart,C. Stewart,#d3d3d3,0
Ron Eglash,R. Eglash,#d3d3d3,1
Mohammed Zaki,M. Zaki,#d3d3d3,0
Ana Milanova,A. Milanova,#00bfff,0
Christopher Bystroff,C. Bystroff,#ffc0cb,0
David Isaacson,D. Isaacson,#d3d3d3,0
Francine Berman,F. Berman,#00bfff,0
Martin Hardwick,M. Hardwick,#d3d3d3,0
