name,abbrv,color,coauthored
Frédéric Gibou,F. Gibou,#d3d3d3,0
Huijia Lin,H. Lin,#ffff00,1
Amr Abbadi,A. Abbadi,#00bfff,1
Stefano Tessaro,S. Tessaro,#ffff00,1
Matthew Turk,M. Turk,#32CD32,1
Tobias Höllerer,T. Höllerer,#ffc0cb,1
Giovanni Vigna,G. Vigna,#00bfff,1
Christopher Krügel,C. Krügel,#00bfff,1
Richard Kemmerer,R. Kemmerer,#00bfff,1
Xifeng Yan,X. Yan,#00bfff,1
Haitao Zheng,H. Zheng,#00bfff,1
Ben Zhao,B. Zhao,#00bfff,1
Kevin Almeroth,K. Almeroth,#00bfff,1
Tevfik Bultan,T. Bultan,#00bfff,1
Jianwen Su,J. Su,#00bfff,1
Ben Hardekopf,B. Hardekopf,#00bfff,1
Elizabeth Belding-Royer,E. Belding-Royer,#00bfff,1
Subhash Suri,S. Suri,#00bfff,1
John Gilbert,J. Gilbert,#d3d3d3,1
Theodore Kim,T. Kim,#ffc0cb,0
Wim van Dam,W. van Dam,#ffff00,0
William Wang,W. Wang,#32CD32,0
Divyakant Agrawal,D. Agrawal,#00bfff,1
Ömer Egecioglu,Ö. Egecioglu,#d3d3d3,1
Linda Petzold,L. Petzold,#ffc0cb,1
Richard Wolski,R. Wolski,#00bfff,1
Chandra Krintz,C. Krintz,#00bfff,1
Ambuj Singh,A. Singh,#00bfff,1
Teofilo Gonzalez,T. Gonzalez,#d3d3d3,0
Timothy Sherwood,T. Sherwood,#00bfff,1
Tao Yang,T. Yang,#32CD32,1
Yuan-Fang Wang,Y. Wang,#32CD32,0
Yuan Xie,Y. Xie,#00bfff,0
Peter Cappello,P. Cappello,#d3d3d3,0
