name,abbrv,color,coauthored
Brittany Duncan,B. Duncan,#ffc0cb,0
Stephen Scott,S. Scott,#d3d3d3,1
Leen-Kiat Soh,L. Soh,#32CD32,1
Ashok Samal,A. Samal,#d3d3d3,1
Lisong Xu,L. Xu,#00bfff,1
Jitender Deogun,J. Deogun,#d3d3d3,1
Byrav Ramamurthy,B. Ramamurthy,#00bfff,1
Sebastian Elbaum,S. Elbaum,#00bfff,1
Ying Lu,Y. Lu,#ffc0cb,1
Stephen Cooper,S. Cooper,#d3d3d3,0
Matthew Dwyer,M. Dwyer,#00bfff,1
Steve Goddard,S. Goddard,#00bfff,1
Myra Cohen,M. Cohen,#00bfff,1
Gregg Rothermel,G. Rothermel,#00bfff,1
Mehmet Vuran,M. Vuran,#00bfff,0
Witawas Srisa-an,W. Srisa-an,#00bfff,1
Massimiliano Pierobon,M. Pierobon,#d3d3d3,1
ThanhVu Nguyen,T. Nguyen,#00bfff,0
Mehmet Vuran,M. Vuran,#00bfff,0
Qiben Yan,Q. Yan,#00bfff,1
Berthe Choueiry,B. Choueiry,#32CD32,0
Juan Cui,J. Cui,#ffc0cb,0
Stephen Reichenbach,S. Reichenbach,#d3d3d3,0
Sheng Wei,S. Wei,#00bfff,0
Peter Revesz,P. Revesz,#d3d3d3,0
Hamid Bagheri,H. Bagheri,#00bfff,0
Carrick Detweiler,C. Detweiler,#ffc0cb,1
Hongfeng Yu,H. Yu,#00bfff,0
