name,color
Ahmed Helmy,#00bfff
Sanjay Ranka,#ffc0cb
Tamer Kahveci,#ffc0cb
Shigang Chen,#00bfff
Sartaj Sahni,#d3d3d3
Alin Dobra,#00bfff
Ye Xia 0001,#00bfff
Anand Rangarajan,#32CD32
Prabhat Mishra,#00bfff
Markus Schneider,#d3d3d3
José A. B. Fortes,#00bfff
Kevin R. B. Butler,#00bfff
Daisy Zhe Wang,#00bfff
Paul D. Gader,#d3d3d3
Joseph N. Wilson,#d3d3d3
Christina Gardner-McCune,#d3d3d3
Richard E. Newman,#d3d3d3
Patrick Traynor,#00bfff
Jih-Kwon Peir,#00bfff
Meera Sitharam,#ffc0cb
Jörg Peters,#ffc0cb
Abdelsalam Helal,#d3d3d3
My T. Thai,#00bfff
Baba C. Vemuri,#32CD32
Alireza Entezari,#ffc0cb
Arunava Banerjee,#32CD32
Eakta Jain,#ffc0cb
Manuel E. Bermudez,#d3d3d3
Douglas D. Dankel II,#d3d3d3
Beverly A. Sanders,#00bfff
Tuba Yavuz-Kahveci,#00bfff
