name,color
Fillia Makedon,#32CD32
Leonidas Fegaras,#d3d3d3
Heng Huang,#32CD32
Vassilis Athitsos,#32CD32
Manfred Huber,#ffc0cb
Ramez Elmasri,#d3d3d3
Chengkai Li,#00bfff
Jean Gao,#32CD32
Yonghe Liu,#00bfff
Gautam Das,#00bfff
Junzhou Huang,#32CD32
Farhad Kamangar,#32CD32
Christoph Csallner,#00bfff
Jia Rao,#00bfff
Sharma Chakravarthy,#d3d3d3
Bill Carroll,#d3d3d3
Hao Che,#d3d3d3
Hong Jiang,#00bfff
David Kung,#d3d3d3
