name,abbrv,color,coauthored
Albert Zomaya,A. Zomaya,#00bfff,1
Bing Zhou,B. Zhou,#00bfff,1
Alan Fekete,A. Fekete,#00bfff,1
Sanjay Chawla,S. Chawla,#32CD32,1
Vincent Gramoli,V. Gramoli,#00bfff,1
Bernhard Scholz,B. Scholz,#00bfff,1
Joachim Gudmundsson,J. Gudmundsson,#32CD32,1
Wei Bao,W. Bao,#00bfff,1
Judy Kay,J. Kay,#ffc0cb,1
Kalina Yacef,K. Yacef,#32CD32,1
Irena Koprinska,I. Koprinska,#32CD32,1
Simon Poon,S. Poon,#d3d3d3,1
Josiah Poon,J. Poon,#d3d3d3,1
Joseph Davis,J. Davis,#d3d3d3,1
Uwe Röhm,U. Röhm,#00bfff,1
Seok-Hee Hong,S. Hong,#d3d3d3,1
Kevin Kuan,K. Kuan,#d3d3d3,1
Na Liu,N. Liu,#00bfff,1
Ying Zhou,Y. Zhou,#d3d3d3,1
James Curran,J. Curran,#32CD32,1
Julián Mestre,J. Mestre,#32CD32,1
Fabio Ramos,F. Ramos,#ffc0cb,1
David Feng,D. Feng,#32CD32,1
Anastasios Viglas,A. Viglas,#d3d3d3,1
David Feng,D. Feng,#32CD32,1
Jinman Kim,J. Kim,#d3d3d3,1
Xiuying Wang,X. Wang,#d3d3d3,1
Zhiyong Wang,Z. Wang,#ffc0cb,1
Tom Cai,T. Cai,#32CD32,1
David Lowe,D. Lowe,#32CD32,0
Masahiro Takatsuka,M. Takatsuka,#ffc0cb,0
Vera Chung,V. Chung,#d3d3d3,0
John Stavrakakis,J. Stavrakakis,#d3d3d3,0
Ralph Holz,R. Holz,#00bfff,0
