name,color
Naomi Nishimura,#ffff00
Prabhakar Ragde,#d3d3d3
Khuzaima Daudjee,#00bfff
Alejandro López-Ortiz,#32CD32
Nancy A. Day,#00bfff
Daniel M. Berry,#ffc0cb
Michael W. Godfrey,#00bfff
Joanne M. Atlee,#00bfff
Ian McKillop,#d3d3d3
Daniel Vogel 0001,#ffc0cb
Edward Lank,#ffc0cb
Craig S. Kaplan,#ffc0cb
Shai Ben-David,#32CD32
Ihab F. Ilyas,#00bfff
Kenneth Salem,#00bfff
Grant E. Weddell,#32CD32
M. Tamer Özsu,#00bfff
Srinivasan Keshav,#00bfff
Tim Brecht,#00bfff
Therese C. Biedl,#d3d3d3
Timothy M. Chan,#ffff00
Anna Lubiw,#ffff00
Urs Hengartner,#00bfff
Bernard Wong,#00bfff
Richard J. Trefler,#ffff00
David Toman,#32CD32
Jonathan F. Buss,#d3d3d3
Martin Karsten,#00bfff
Ian Goldberg,#00bfff
Raouf Boutaba,#00bfff
Mark Giesbrecht,#d3d3d3
Stephen M. Watt,#d3d3d3
George Labahn,#d3d3d3
Arne Storjohann,#d3d3d3
Pascal Poupart,#32CD32
Jesse Hoey,#32CD32
Robin Cohen,#32CD32
Yuying Li,#32CD32
Chrysanne Di Marco,#32CD32
Peter A. Forsyth,#d3d3d3
Charles A. Clarke,#d3d3d3
Gordon V. Cormack,#32CD32
J. Ian Munro,#ffff00
Peter A. Buhr,#00bfff
Douglas R. Stinson,#d3d3d3
Richard Mann,#ffc0cb
Jeff Orchard,#d3d3d3
C. Jimmy Lin,#ffc0cb
Gladimir Baranoski,#d3d3d3
Stephen Mann,#ffc0cb
William Cowan,#ffc0cb
Kate Larson,#32CD32
Jeffrey Shallit,#d3d3d3
Edith Law,#ffc0cb
Maaz Bin Ahmad,#d3d3d3
