name,abbrv,color,coauthored
Grace Yang,G. Yang,#32CD32,1
Lisa Singh,L. Singh,#d3d3d3,1
Micah Sherr,M. Sherr,#00bfff,1
Nazli Goharian,N. Goharian,#32CD32,1
Ophir Frieder,O. Frieder,#00bfff,1
Marcus Maloof,M. Maloof,#32CD32,1
Clay Shields,C. Shields,#00bfff,1
Wenchao Zhou,W. Zhou,#00bfff,1
Calvin Newport,C. Newport,#00bfff,1
Jeremy Fineman,J. Fineman,#ffff00,1
Mahendran Velauthapillai,M. Velauthapillai,#d3d3d3,1
Bala Kalyanasundaram,B. Kalyanasundaram,#d3d3d3,1
Evan Barba,E. Barba,#d3d3d3,0
Nathan Schneider,N. Schneider,#32CD32,0
Justin Thaler,J. Thaler,#ffff00,0
Adam O'Neill,A. O'Neill,#ffff00,0
