name,color
Michael Gastpar,#00bfff
Martin Vetterli,#00bfff
Jeffrey Huang,#ffc0cb
Jean-Pierre Hubaux,#00bfff
Christoforos E. Kozyrakis,#00bfff
James R. Larus,#00bfff
Edouard Bugnion,#00bfff
Jean-Yves Le Boudec,#00bfff
Karl Aberer,#32CD32
Matthias Grossglauser,#32CD32
Patrick Thiran,#00bfff
George Candea,#00bfff
Rachid Guerraoui,#00bfff
Anastasia Ailamaki,#00bfff
Babak Falsafi,#00bfff
Bernard M. E. Moret,#ffc0cb
Viktor Kuncak,#00bfff
Giovanni De Micheli,#00bfff
Pascal Fua,#32CD32
Sabine Süsstrunk,#32CD32
Christoph Koch 0001,#00bfff
Katerina J. Argyraki,#00bfff
Paolo Ienne,#00bfff
Emre Telatar,#00bfff
Roger D. Hersch,#ffc0cb
Alain Wegmann,#d3d3d3
Martin Odersky,#00bfff
Bixio Rimoldi,#d3d3d3
Markus Pauly,#d3d3d3
Eduardo del Castillo-Sánchez,#d3d3d3
