name,abbrv,color,coauthored
Rym Zalila-Wenkstern,R. Zalila-Wenkstern,#d3d3d3,0
Cong Liu,C. Liu,#00bfff,1
Weili Wu,W. Wu,#00bfff,1
Ding-Zhu Du,D. Du,#00bfff,1
Ramaswamy Chandrasekaran,R. Chandrasekaran,#d3d3d3,1
Ravi Prakash,R. Prakash,#d3d3d3,1
Neeraj Mittal,N. Mittal,#d3d3d3,1
Kamil Saraç,K. Saraç,#00bfff,1
S. Venkatesan,S. Venkatesan,#00bfff,1
Sergey Bereg,S. Bereg,#ffc0cb,1
Milind Dawande,M. Dawande,#d3d3d3,1
Murat Kantarcioglu,M. Kantarcioglu,#00bfff,1
Bhavani Thuraisingham,B. Thuraisingham,#32CD32,1
Latifur Khan,L. Khan,#32CD32,1
Kevin Hamlen,K. Hamlen,#00bfff,1
Zhiqiang Lin,Z. Lin,#00bfff,1
Gopal Gupta,G. Gupta,#d3d3d3,1
András Faragó,A. Faragó,#d3d3d3,1
B. Prabhakaran,B. Prabhakaran,#ffc0cb,1
Xiaohu Guo,X. Guo,#ffc0cb,1
Simeon Ntafos,S. Ntafos,#d3d3d3,1
Kang Zhang,K. Zhang,#32CD32,1
W. Wong,W. Wong,#d3d3d3,1
Kendra Cooper,K. Cooper,#d3d3d3,1
Lingming Zhang,L. Zhang,#00bfff,1
Jorge Cobb,J. Cobb,#d3d3d3,0
Ivan Sudborough,I. Sudborough,#d3d3d3,1
Farokh Bastani,F. Bastani,#32CD32,1
I-Ling Yen,I. Yen,#32CD32,1
Vincent Ng,V. Ng,#32CD32,1
Ovidiu Daescu,O. Daescu,#d3d3d3,1
Nicholas Ruozzi,N. Ruozzi,#32CD32,1
Dan Moldovan,D. Moldovan,#32CD32,1
Sanda Harabagiu,S. Harabagiu,#32CD32,1
Balaji Raghavachari,B. Raghavachari,#d3d3d3,1
Benjamin Raichel,B. Raichel,#ffff00,0
Yvo Desmedt,Y. Desmedt,#ffff00,0
Vibhav Gogate,V. Gogate,#32CD32,1
Paul Fishwick,P. Fishwick,#ffc0cb,0
Si-Qing Zheng,S. Zheng,#00bfff,0
Tien Nguyen,T. Nguyen,#00bfff,0
Lawrence Chung,L. Chung,#d3d3d3,1
Haim Schweitzer,H. Schweitzer,#32CD32,0
Zygmunt Haas,Z. Haas,#00bfff,0
Yang Liu,Y. Liu,#ffc0cb,0
Andrian Marcus,A. Marcus,#00bfff,0
Alvaro Cárdenas,A. Cárdenas,#00bfff,0
