name,abbrv,color,coauthored
Azer Bestavros,A. Bestavros,#00bfff,1
Assaf Kfoury,A. Kfoury,#d3d3d3,1
John Byers,J. Byers,#00bfff,1
Ibrahim Matta,I. Matta,#00bfff,1
Evimaria Terzi,E. Terzi,#32CD32,1
Jonathan Appavoo,J. Appavoo,#00bfff,1
George Kollios,G. Kollios,#00bfff,1
Mark Crovella,M. Crovella,#00bfff,1
Ran Canetti,R. Canetti,#ffff00,1
Leonid Reyzin,L. Reyzin,#ffff00,1
Stan Sclaroff,S. Sclaroff,#32CD32,1
Lorenzo Orecchia,L. Orecchia,#ffff00,0
Margrit Betke,M. Betke,#32CD32,1
Charalampos Tsourakakis,C. Tsourakakis,#32CD32,0
Alina Ene,A. Ene,#ffff00,0
Péter Gács,P. Gács,#d3d3d3,0
Leonid Levin,L. Levin,#d3d3d3,0
Sharon Goldberg,S. Goldberg,#00bfff,1
Manuel Egele,M. Egele,#00bfff,0
Steven Homer,S. Homer,#d3d3d3,0
Kate Saenko,K. Saenko,#32CD32,0
Richard West,R. West,#00bfff,0
Hongwei Xi,H. Xi,#d3d3d3,0
