name,color
Alan Kaminsky,#d3d3d3
Stanislaw P. Radziszowski,#d3d3d3
Adrienne Decker,#d3d3d3
Christopher A. Egert,#d3d3d3
Carol J. Romanowski,#d3d3d3
Rajendra K. Raj,#d3d3d3
Sumita Mishra,#d3d3d3
Kevin Bierre,#d3d3d3
Bruce Hartpence,#d3d3d3
Daryl Johnson,#d3d3d3
Peizhao Hu,#d3d3d3
Mohan Kumar,#00bfff
Xumin Liu,#d3d3d3
Qi Yu,#32CD32
Reynold J. Bailey,#ffc0cb
Hans-Peter Bischof,#d3d3d3
Jai Kang,#d3d3d3
Ronald Vullo,#d3d3d3
Stephen Jacobs,#d3d3d3
Bill Stackpole,#d3d3d3
Yin Pan,#d3d3d3
Bo Yuan,#00bfff
David Schwartz,#d3d3d3
Michael Yacci,#d3d3d3
Pengcheng Shi,#32CD32
Brian M. Tomaszewski,#d3d3d3
Edward Holden,#d3d3d3
J. Scott Hawker,#d3d3d3
Jim Leone,#d3d3d3
Tae Oh,#d3d3d3
Jessica D. Bayliss,#d3d3d3
Ivona Bezáková,#32CD32
James E. Heliotis,#d3d3d3
Joe Geigel,#d3d3d3
Nirmala Shenoy,#d3d3d3
Andrew Meneely,#00bfff
Meiyappan Nagappan,#00bfff
Edith Hemaspaandra,#32CD32
James Vallino,#d3d3d3
Carlos Rivero,#d3d3d3
Peter Lutz,#d3d3d3
Charles Border,#d3d3d3
