name,abbrv,color,coauthored
Hao Jiang,H. Jiang,#32CD32,0
Sergio Alvarez,S. Alvarez,#d3d3d3,0
Howard Straubing,H. Straubing,#ffff00,0
José Bento,J. Bento,#32CD32,0
