name,abbrv,color,coauthored
Stefan Katzenbeisser,S. Katzenbeisser,#00bfff,1
Ahmad-Reza Sadeghi,A. Sadeghi,#00bfff,1
Mira Mezini,M. Mezini,#00bfff,1
Marc Fischlin,M. Fischlin,#ffff00,1
Matthias Hollick,M. Hollick,#d3d3d3,1
Johannes Buchmann,J. Buchmann,#d3d3d3,1
Max Mühlhäuser,M. Mühlhäuser,#ffc0cb,1
Dieter Fellner,D. Fellner,#32CD32,1
Michael Goesele,M. Goesele,#32CD32,1
Michael Pradel,M. Pradel,#00bfff,0
Guido Salvaneschi,G. Salvaneschi,#00bfff,1
Patrick Eugster,P. Eugster,#00bfff,1
Michael Waidner,M. Waidner,#00bfff,1
Reiner Hähnle,R. Hähnle,#00bfff,0
Johannes Fürnkranz,J. Fürnkranz,#32CD32,1
Iryna Gurevych,I. Gurevych,#32CD32,1
Gerhard Neumann,G. Neumann,#32CD32,1
Christian Biemann,C. Biemann,#32CD32,1
Karsten Weihe,K. Weihe,#d3d3d3,1
Jan Peters,J. Peters,#ffc0cb,1
Melanie Volkamer,M. Volkamer,#d3d3d3,1
Oskar von Stryk,O. von Stryk,#ffc0cb,1
Stefan Roth,S. Roth,#32CD32,1
Andreas Koch,A. Koch,#d3d3d3,0
Felix Wolf,F. Wolf,#00bfff,0
Neeraj Suri,N. Suri,#00bfff,0
Alejandro Buchmann,A. Buchmann,#00bfff,1
Heiko Mantel,H. Mantel,#d3d3d3,0
