name,color
Terrence J. Sejnowski,#d3d3d3
Scott B. Baden,#00bfff
Michael Bedford Taylor,#00bfff
Steven Swanson,#00bfff
Chung-Kuan Cheng,#00bfff
Sorin Lerner,#00bfff
Rajesh K. Gupta,#00bfff
William G. Griswold,#00bfff
Ranjit Jhala,#00bfff
Tajana Simunic,#00bfff
Yuanyuan Zhou,#00bfff
Hovav Shacham,#00bfff
Lawrence K. Saul,#32CD32
Mihir Bellare,#ffff00
Zhuowen Tu,#32CD32
David J. Kriegman,#32CD32
Dean M. Tullsen,#00bfff
Andrew B. Kahng,#00bfff
Sanjoy Dasgupta,#32CD32
Ingolf Krüger,#00bfff
George Porter,#00bfff
Alex Orailoglu,#00bfff
Ronald L. Graham,#ffff00
Fan Chung Graham,#d3d3d3
Stefan Savage,#00bfff
Geoffrey M. Voelker,#00bfff
Larry Carter,#00bfff
Jeanne Ferrante,#d3d3d3
Yoav Freund,#32CD32
Kamalika Chaudhuri,#32CD32
James D. Hollan,#ffc0cb
T. C. Hu,#d3d3d3
William E. Howden,#d3d3d3
Ravi Ramamoorthi,#ffc0cb
Henrik Wann Jensen,#ffc0cb
Ryan Kastner,#00bfff
Ramamohan Paturi,#ffff00
Russell Impagliazzo,#ffff00
Shachar Lovett,#ffff00
Alex C. Snoeren,#00bfff
Yannis Papakonstantinou,#00bfff
Joseph Pasquale,#00bfff
Jeffrey B. Remmel,#d3d3d3
Vineet Bafna,#ffc0cb
Samuel R. Buss,#ffc0cb
Garrison W. Cottrell,#32CD32
Walter A. Burkhard,#d3d3d3
