name,abbrv,color,coauthored
Xiaodi Wu,X. Wu,#00bfff,0
Boyana Norris,B. Norris,#00bfff,1
Allen Malony,A. Malony,#00bfff,1
Jun Li,J. Li,#32CD32,1
Reza Rejaie,R. Rejaie,#00bfff,1
Hank Childs,H. Childs,#00bfff,1
Dejing Dou,D. Dou,#32CD32,1
Daniel Lowd,D. Lowd,#32CD32,1
Michel Kinsy,M. Kinsy,#00bfff,0
Stephen Fickas,S. Fickas,#d3d3d3,1
Michal Young,M. Young,#00bfff,1
Joseph Sventek,J. Sventek,#ffc0cb,0
Anthony Hornof,A. Hornof,#ffc0cb,0
Chris Wilson,C. Wilson,#d3d3d3,0
Zena Ariola,Z. Ariola,#d3d3d3,0
