name,abbrv,color,coauthored
Eamonn O'Neill,E. O'Neill,#ffc0cb,1
Simon Jones,S. Jones,#ffc0cb,1
Darren Cosker,D. Cosker,#32CD32,1
Peter Johnson,P. Johnson,#ffc0cb,1
Leon Watts,L. Watts,#ffc0cb,1
Stephen Payne,S. Payne,#ffc0cb,1
Guy McCusker,G. McCusker,#ffff00,1
James Laird,J. Laird,#ffff00,1
John Power,J. Power,#d3d3d3,1
Michael Tipping,M. Tipping,#d3d3d3,0
Yong-Liang Yang,Y. Yang,#ffc0cb,1
Joanna Bryson,J. Bryson,#32CD32,0
Fabio Nemetz,F. Nemetz,#d3d3d3,1
James Davenport,J. Davenport,#d3d3d3,1
Marina De Vos,M. De Vos,#32CD32,1
Julian Padget,J. Padget,#32CD32,1
Rachid Hourizi,R. Hourizi,#d3d3d3,1
Nicolai Vorobjov,N. Vorobjov,#d3d3d3,0
Christof Lutteroth,C. Lutteroth,#ffc0cb,0
Peter Hall,P. Hall,#ffc0cb,1
Neill Campbell,N. Campbell,#32CD32,0
Russell Bradford,R. Bradford,#d3d3d3,1
Kwang Kim,K. Kim,#32CD32,0
Willem Heijltjes,W. Heijltjes,#ffff00,0
Alessio Guglielmi,A. Guglielmi,#ffff00,0
Michael Wright,M. Wright,#d3d3d3,0
Christian Richardt,C. Richardt,#32CD32,0
