name,color
Varmo Vene,#00bfff
Aivar Annamaa,#d3d3d3
Vesal Vojdani,#00bfff
Kalmer Apinis,#00bfff
Vitaly Skachek,#d3d3d3
Helger Lipmaa,#32CD32
Dietmar Pfahl,#d3d3d3
Siim Karus,#d3d3d3
Marlon Dumas,#32CD32
Fredrik Milani,#d3d3d3
Raimundas Matulevicius,#d3d3d3
Sven Laur,#ffc0cb
Ahti Peder,#d3d3d3
Mark Fishel,#d3d3d3
Heiki-Jaan Kaalep,#d3d3d3
Eero Vainikko,#d3d3d3
Satish Narayana Srirama,#d3d3d3
Amnir Hadachi,#d3d3d3
Anne Villems,#d3d3d3
Fabrizio Maria Maggi,#d3d3d3
Luciano García-Bañuelos,#d3d3d3
Eno Tõnisson,#d3d3d3
Marina Lepp,#d3d3d3
Jaak Vilo,#ffc0cb
Tõnu Tamme,#d3d3d3
Kaili Müürisep,#d3d3d3
Kadri Muischnek,#d3d3d3
Gholamreza Anbarjafari,#d3d3d3
Reimo Palm,#d3d3d3
Erkki Luuk,#d3d3d3
Härmel Nestra,#d3d3d3
Kadri Vider,#d3d3d3
