name,color
Kartik Gopalan,#00bfff
Ping Yang 0002,#00bfff
Kenneth Chiu,#00bfff
Madhusudhan Govindaraju,#00bfff
Michael J. Lewis,#00bfff
Yu David Liu,#00bfff
Patrick H. Madden,#d3d3d3
Dmitry V. Ponomarev,#00bfff
Kanad Ghose,#00bfff
Weiyi Meng,#00bfff
Lei Yu 0001,#32CD32
Weiying Dai,#d3d3d3
